Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,080",0.0,Nil,Nil,No,"14,774",Yes,fixed,,Nil,Nil,COMMISSIONER,BERHAMPUR MUNICIPAL CORPORATION,Construction of Road at somnath nagar 5th line extension to Bahana nala in w no-15,Construction of Road at somnath nagar 5th line extension to Bahana nala in w no-15,Please refer Tender documents ,NA ,"14,77,416",Civil Works - Others,NA ,Tender,120.0,90.0,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR",760002.0,NA ,NA ,NA ,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, REGISTRTION ETC AS PER DTCN",Municipal Bodies||Brahmapur Municipal Corporation,BMC (BAM)/281/2023-24,2023_ORULB_94705_75,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,27-Sep-2023 03:00 PM,13-Oct-2023 11:30 AM,27-Sep-2023 03:00 PM,12-Oct-2023 05:00 PM,27-Sep-2023 03:00 PM ,07-Oct-2023 02:00 PM ,27-Sep-2023 03:00 PM,12-Oct-2023 05:00 PM,1,ICICI BANK,AOC,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Ranjan Kumar Panda,04-Dec-2023 01:49 PM,finsummary_463930.pdf (336.94 KB),Municipal Bodies||Brahmapur Municipal Corporation,2023_ORULB_94705_75,BMC (BAM)/281/2023-24,Construction of Road at somnath nagar 5th line extension to Bahana nala in w no-15,1.0,2281152.0,Tapan Kumar Sahu,INR,"1,566,061.38",Finance,Admitted,Moningi Nageswara Subudhi,16-Oct-2023 07:09 PM,finance_463930.pdf,BOQ Comparative Chart,04-Dec-2023,"INR 1,477,416.4",90.0,Ranjan Kumar Panda,04-Dec-2023 01:51 PM,281_75_Aoc.pdf (184.00 KB),As per estimated rate,1,2281648,Pabitra Kumar Muni,07-Oct-2023 01:41 PM,Rejected-Finance,Rejected,04-Dec-2023 01:49 PM,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Ranjan Kumar Panda,04-Dec-2023 01:45 PM,techsummary_463930.pdf (420.98 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2281152,Tapan Kumar Sahu,07-Oct-2023 04:52 PM,Accepted-AOC,Accepted,04-Dec-2023 01:52 PM,,,,,,,AOC
