Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd. Cont. License, GST, PAN, Affidavit other Doc. as per DTCN",1.0,Corrigendum,Technical Bid,,"6,990",Yes,fixed,,Nil,Nil,1,ICICI BANK,22-Aug-2023 04:00 PM,02-Sep-2023 10:00 AM,22-Aug-2023 04:00 PM,01-Sep-2023 05:00 PM,NA ,NA ,22-Aug-2023 04:00 PM,01-Sep-2023 05:00 PM,"Const. of Paver Block Road from Pradyumna Pradhan towards Rameswar House at Sukanaju, Ward No.13","Const. of Paver Block Road from Pradyumna Pradhan towards Rameswar House at Sukanaju, Ward No.13",Please refer Tender documents. ,NA ,"6,99,000",Civil Works - Roads,NA ,Tender,45.0,45.0,NAC G.UDAYAGIRI,762100.0,NA ,NA ,NA ,NAC G.UDAYAGIRI,No ,No,Municipal Bodies||G.Udayagiri NAC,GUDGR-NAC-06/2023-24,2023_ORULB_92903_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,Yes,EXECUTIVE OFFICER,NAC G.UDAYAGIRI,AOC,"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Internal,"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Itishree Sarangi,15-Dec-2023 05:24 PM,finsummary_451891.pdf (131.56 KB),Municipal Bodies||G.Udayagiri NAC,2023_ORULB_92903_24,GUDGR-NAC-06/2023-24,"Const. of Paver Block Road from Pradyumna Pradhan towards Rameswar House at Sukanaju, Ward No.13",1.0,2227738.0,SANJAYA KUMAR MOHANTY,INR,"698,940",Finance,Technical Bid has been opened on dt.04.09.2023,Itishree Sarangi,15-Dec-2023 05:18 PM,finance_451891.pdf,BOQ Comparative Chart,1,2227738,SANJAYA KUMAR MOHANTY,31-Aug-2023 08:19 PM,Accepted-AOC,L1,15-Dec-2023 05:30 PM,15-Dec-2023,"INR 698,940",45.0,Itishree Sarangi,15-Dec-2023 05:29 PM,698940.pdf (959.00 KB),Lowest Bidder,"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Internal,"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Itishree Sarangi,15-Dec-2023 05:21 PM,techsummary_451891.pdf (131.56 KB),AOC
,,.xls,BOQ,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2227679,UMA KANTA NAYAK,31-Aug-2023 07:23 PM,Rejected-Finance,Not L1 Bidder,15-Dec-2023 05:24 PM,,,,,,,,,,,,,,AOC
