S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,25-Sep-2023 11:00 AM,05-Oct-2023 11:00 AM,25-Sep-2023 11:00 AM,04-Oct-2023 05:00 PM,NA ,NA ,25-Sep-2023 11:00 AM,04-Oct-2023 05:00 PM,Municipal Bodies||Nabarangpur Municipality,EONM-04/2023-24(23),2023_ORULB_94603_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents.","26,841",Yes,fixed,,Nil,Nil,"Executive Officer,Nabarangpur Municipality","At - Nabarangpur Municipality, Nabarangpur.",Construction of Paver Surface Over Kutcha Road from D.Gobina Rao Res to Sunil Sahu Res (Pwd Road Womens College to Vigilance Road) in Ward No-15,Please referee the Tender Documents,CIVIL WORK ,NA ,"26,84,126",Civil Works - Others,NA ,Tender,90.0,60.0,Nabarangpur,764059.0,NA ,NA ,NA ,Nabarangpur Municipality,No ,No,"6,000",0.0,Nil,Nil,No,AOC,Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,26-Dec-2023 11:19 PM,finsummary_463565.pdf (384.14 KB),Municipal Bodies||Nabarangpur Municipality,2023_ORULB_94603_16,EONM-04/2023-24(23),Construction of Paver Surface Over Kutcha Road from D.Gobina Rao Res to Sunil Sahu Res (Pwd Road Womens College to Vigilance Road) in Ward No-15,1.0,2278815.0,DURGA PRASAD GADABA,INR,"2,550,188",Finance,All documents submitted as per bid,Upendra Kumar Nayak,26-Dec-2023 11:14 PM,,BOQ Comparative Chart,1,2278815,DURGA PRASAD GADABA,04-Oct-2023 02:07 PM,Accepted-AOC,As per the OPWD code bidder is qualified,26-Dec-2023 11:21 PM,26-Dec-2023,"INR 2,550,188",60.0,Upendra Kumar Nayak,26-Dec-2023 11:20 PM,5333-WR-16.pdf (384.00 KB),Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,26-Dec-2023 11:16 PM,techsummary_463565.pdf (384.14 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2278455,HARAPRASAD KHANDUAL,03-Oct-2023 11:22 PM,Rejected-AOC,Disqualified,26-Dec-2023 11:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2278538,MANOJ KUMAR BRAHMA,04-Oct-2023 02:57 PM,Rejected-AOC,Disqualified,26-Dec-2023 11:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2278898,RANJAN KUMAR MAHANKUDA,04-Oct-2023 03:10 PM,Rejected-AOC,Disqualified,26-Dec-2023 11:21 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2278462,SIDHESWAR PANIGRAHI,03-Oct-2023 11:04 PM,Rejected-AOC,Disqualified,26-Dec-2023 11:21 PM,,,,,,,,,,,,,AOC
