Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa,Gourav Pradhan,S K Dash",KSHETRASING MAJHI,07-Dec-2023 01:39 PM,techsummary_471019.pdf (268.21 KB),Municipal Bodies||Kuchinda NAC,2023_ORULB_96451_4,KCDA/NAC-12/2023-24,Improvement of Saida crematorium in Ward No-9,1.0,2316203.0,Sushanta Kumar Dwibedy,INR,"1,670,212",1,2316215,DIPTI PANDA,15-Nov-2023 11:39 PM,Rejected-AOC,L2 Price,07-Dec-2023 01:53 PM,Finance,Admitted,Barun Kumar Sa,17-Nov-2023 02:18 PM,finance_471019.pdf,BOQ Comparative Chart,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, S K Dash,Gourav pradhan",KSHETRASING MAJHI,07-Dec-2023 01:50 PM,finsummary_471019.pdf (268.21 KB),07-Dec-2023,"INR 1,670,212",90.0,KSHETRASING MAJHI,07-Dec-2023 01:52 PM,2064.pdf (653.00 KB),Work Order,AOC,Improvement of Saida crematorium in Ward No-9,Improvement of Saida crematorium in Ward No-9,please refer DTCN ,NA ,"16,94,902",Civil Works - Others,NA ,Tender,90.0,90.0,Ward No-9,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,1.0,Extension of last date of bid submission,Date,,06-Nov-2023 02:00 PM,17-Nov-2023 10:00 AM,06-Nov-2023 02:00 PM,16-Nov-2023 06:00 PM,06-Nov-2023 02:00 PM ,16-Nov-2023 06:00 PM ,06-Nov-2023 02:00 PM,16-Nov-2023 06:00 PM,Municipal Bodies||Kuchinda NAC,KCDA/NAC-12/2023-24,2023_ORULB_96451_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,949",Yes,fixed,,Nil,Nil,1,ICICI BANK,"EXECUTIVE OFFICER,NAC KUCHINDA",NAC KUCHINDA,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,2316203,Sushanta Kumar Dwibedy,15-Nov-2023 11:47 PM,Accepted-AOC,L1 Price,07-Dec-2023 01:53 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,AOC
