S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1,2163399,A DHANURJAYA NAIDU,20-Jun-2023 12:00 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,Technical,13 numbers of bidders found,Nilu Maharana,23-Jun-2023 02:26 PM,,Finance,financial bid opened,Nilu Maharana,28-Sep-2023 01:23 PM,,01-Dec-2023,"INR 3,031,765",487.0,Sanjeeb Sahu,27-Dec-2023 08:04 PM,OfficeOrderCopy.pdf (591.00 KB),Collector-Cum-District Magistrate,Internal,,Sanjeeb Sahu,01-Nov-2023 06:42 PM,finsummary_440011.pdf (629.76 KB),Collector Cum District Magistrate,Internal,"DSWO Nabarangpur, DLO Nabarangpur, RTO Nabarangpur, CSO-cum-DM Nabarangpur",Sanjeeb Sahu,27-Sep-2023 08:58 PM,28-Sep-2023 09:00 AM,techsummary_440011.pdf (3726.98 KB),1.0,2163440.0,SRI K. RABI,INR,"2,577,303",Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,2023_OSCSC_89581_1,593/01.06.2023,APPIONTMENT OF LEVEL-II TRANSPORT CONTRACTOR FOR TRANSPORTATION OF FOOD GRAINS FROM RRC CUM DSC TO FPS POINTS OF TENTULIKHUNTI BLOCK,AOC,1.0,Extention of Date,Date,,"1,51,588",No,fixed,,Nil,Nil,03-Jun-2023 10:00 AM,21-Jun-2023 09:00 AM,03-Jun-2023 11:00 AM,20-Jun-2023 05:30 PM,NA ,NA ,03-Jun-2023 11:00 AM,20-Jun-2023 05:30 PM,28-Sep-2023 09:00 AM,APPIONTMENT OF LEVEL-II TRANSPORT CONTRACTOR FOR TRANSPORTATION OF FOOD GRAINS FROM RRC CUM DSC TO FPS POINTS OF TENTULIKHUNTI BLOCK,TRANSPORTATION OF FOOD GRAINS FROM RRC CUM DSC TO FPS POINTS OF TENTULIKHUNTI BLOCK,AS PER DTCN ,NA ,,Handling and Transportation,NA ,Tender,45.0,666.0,TENTULIKHUNTI BLOCK,764070.0,OFFICE OF THE CSO CUM DM OSCSC LTD NABARANGAPUR ,OFFICE OF THE CSO CUM DM OSCSC LTD NABARANGAPUR AT/PO- NABARANGAPUR DIST- NABARANGAPUR PIN- 764059 ,08-Jun-2023 11:00 AM ,"COLLECTORATE, NABARANGAPUR",No ,No,1.0,ICICI BANK,"5,900",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DETAILED TENDER CALL NOTICE (DTCN),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,593/01.06.2023,2023_OSCSC_89581_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,CSO CUM DM OSCSC LTD NABARANGAPUR,OFFICE OF THE CSO CUM DM OSCSC LTD NABARANGAPUR AT/PO- NABARANGAPUR DIST- NABARANGAPUR PIN- 764059,AOC
2,2162142,BANDARU SRINIVAS,18-Jun-2023 09:21 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ADDITION OF DOCUMENT,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,2.0,Finance,.xls,FINANCIAL BID (BOQ),,,,,,,,,,,,,,,,,AOC
3,2162053,BIMAL KUMAR JAIN,19-Jun-2023 05:30 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,Addition of Document,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2161637,HEMANT KUMAR CHOURASIYA,17-Jun-2023 04:55 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2162422,M/s. SRI TRINATH TRADERS,20-Jun-2023 02:07 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2159206,PRAKASH CHANDRA MOHAPATRA,20-Jun-2023 01:16 AM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2162309,PRASANNA KUMAR PATNAIK,20-Jun-2023 01:17 AM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2163499,RANJANI RANJAN DASH,20-Jun-2023 02:35 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2162488,SIVANAND BISSOI,19-Jun-2023 07:41 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2163440,SRI K. RABI,20-Jun-2023 11:54 AM,Accepted-AOC,Winner of Transparent Lottery,27-Dec-2023 08:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
