EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"12,645",Yes,fixed,,Nil,Nil,Construction of paver road from Kalakar Malik house towards Gouranga Kar house Ward 20,Construction of paver road from Kalakar Malik house towards Gouranga Kar house Ward 20,Please refer Tender documents. ,NA ,"12,64,515",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1,ICICI BANK,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,EO,Basudevpur Municipality,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_110,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,NIBEDITA BEHERA,Internal,,Samir Ranjan Dash,23-Nov-2023 01:35 PM,finsummary_454109.pdf (10278.84 KB),NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,23-Nov-2023 01:07 PM,techsummary_454109.pdf (10278.84 KB),Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_110,BSPM-01-2023-24,Construction of paver road from Kalakar Malik house towards Gouranga Kar house Ward 20,1,2227141,UMAKANTA SETHI,INR,"1,582,401",1,2227363,GANGADHAR SAMAL,31-Aug-2023 04:40 PM,Accepted-AOC,OK,11-Dec-2023 01:14 PM,11-Dec-2023,"INR 1,507,049",30.0,Samir Ranjan Dash,11-Dec-2023 01:14 PM,110.pdf (256.00 KB),OK,Finance,OK,Prashanta Nayak,04-Sep-2023 03:33 PM,finance_454109.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,2227363,GANGADHAR SAMAL,INR,"1,507,049",2,2227141,UMAKANTA SETHI,31-Aug-2023 03:18 PM,Accepted-AOC,OK,11-Dec-2023 01:14 PM,,,,,,,,,,,,,,AOC
