S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,2251251.0,GOPAL CHANDRA SAHU,INR,"1,678,195.34",Finance,2 nos. of bidder participated and document downloaded successfully.,Manas Ranjan Das,18-Sep-2023 04:13 PM,finance_450768.pdf,BOQ Comparative Chart,"Chairman, Hinjilicut Municipality",Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant, Hinjilicut Municipality",Jubulee Charan Behera,01-Dec-2023 04:53 PM,finsummary_450768.pdf (333.99 KB),Municipal Bodies||Hinjilicut Municipal Council,2023_ORULB_92718_69,HIN-MUN-01/2023-24,"Construction of Drain at Syamalai Nagar Main Line extension and Syamalai Nagar 3rd Line ,Ward no-16, Under Hinjilicut Municipality","Chairman, Hinjilicut Municipality",Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant, Hinjilicut Municipality",Jubulee Charan Behera,01-Dec-2023 04:51 PM,techsummary_450768.pdf (306.25 KB),01-Dec-2023,"INR 1,678,195.34",60.0,Jubulee Charan Behera,01-Dec-2023 04:56 PM,AOC.pdf (355.00 KB),Work awarded vide letter no.- 4124/06.11.2023 through P1 agreement.,1,2251251,GOPAL CHANDRA SAHU,12-Sep-2023 02:51 PM,Accepted-AOC,L1,01-Dec-2023 04:59 PM,AOC,28-Aug-2023 11:00 AM,14-Sep-2023 11:00 AM,28-Aug-2023 11:00 AM,13-Sep-2023 05:00 PM,NA ,NA ,28-Aug-2023 11:00 AM,13-Sep-2023 05:00 PM,1,ICICI BANK,"16,815",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"SCAN COPY OF PAN, GST, LICENSE, OTHER DOCUMENTS AND FINANCIAL DOCUMENTS AS MENTIONED IN DTCN",EXECUTIVE OFFICER,HINJILICUT MUNICIPALITY,Municipal Bodies||Hinjilicut Municipal Council,HIN-MUN-01/2023-24,2023_ORULB_92718_69,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Drain at Syamalai Nagar Main Line extension and Syamalai Nagar 3rd Line ,Ward no-16, Under Hinjilicut Municipality","Construction of Drain at Syamalai Nagar Main Line extension and Syamalai Nagar 3rd Line ,Ward no-16, Under Hinjilicut Municipality",Please refer Tender documents. ,NA ,"16,81,558",Civil Works - Others,NA ,Tender,60.0,60.0,HINJILICUT MUNICIPALITY,761102.0,NA ,NA ,NA ,HINJILICUT MUNICIPALITY,No ,No,1.0,Corrigendum,Date,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2250893,Kalachand patnaik,12-Sep-2023 01:49 PM,Rejected-AOC,L2,01-Dec-2023 04:59 PM,AOC,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,.xls,BOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
