EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"16,936",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost,EMD,PAN,GSTN, Registration Certificate,Affidavit, Experience and other document as per DTCN",Executive Officer,"Office of the E.O, NAC Barpali",Construction E type Quarter -1 for NAC Barpali. (Ph-II),Construction E type Quarter -1 for NAC Barpali. (Ph-II),Please refer Tender documents. ,NA ,"16,93,614",Civil Works - Buildings,NA ,Tender,120.0,180.0,Barapali,768029.0,NA ,NA ,NA ,"Office of the E.O, NAC Barpali",No ,No,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Barpali NAC,EOBRP/03/2023-24,2023_ORULB_95977_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Oct-2023 11:00 AM,03-Nov-2023 11:00 AM,24-Oct-2023 11:00 AM,02-Nov-2023 05:00 PM,24-Oct-2023 11:00 AM ,02-Nov-2023 05:00 PM ,24-Oct-2023 11:00 AM,02-Nov-2023 05:00 PM,AOC,1.0,2294243.0,JITEN SUNA,INR,"1,998,000",Municipal Bodies||Barpali NAC,2023_ORULB_95977_2,EOBRP/03/2023-24,Construction E type Quarter -1 for NAC Barpali. (Ph-II),"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,12-Dec-2023 08:19 AM,techsummary_469244.pdf (475.96 KB),"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,12-Dec-2023 08:33 AM,finsummary_469244.pdf (475.96 KB),Finance,Tender open,Bhuban Kumar Satpathy,03-Nov-2023 03:30 PM,,BOQ Comparative Chart,13-Dec-2023,"INR 1,998,000",180.0,Bhuban Kumar Satpathy,13-Dec-2023 02:52 PM,AOCII.pdf (160.00 KB),Work order issued,1,2294243,JITEN SUNA,26-Oct-2023 12:43 PM,Accepted-AOC,1st Lowest,13-Dec-2023 02:52 PM,AOC
,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2301478,MANOJ KUMAR MEHER ST,30-Oct-2023 09:30 PM,Rejected-AOC,2nd lowest,13-Dec-2023 02:52 PM,AOC
