S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"16,848",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan Card, GST, Paper Cost, Valid RC, Labour License","Road From mahabir gas station to PHD OGR in ward no-02, Bhuban NAC","Road From mahabir gas station to PHD OGR in ward no-02, Bhuban NAC",Please refer Tender documents. ,NA ,"16,84,762",Civil Works - Roads,NA ,Tender,60.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,Bhuban NAC,No ,No,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC, Bhuban",04-Sep-2023 11:00 AM,18-Sep-2023 11:00 AM,04-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,NA ,NA ,04-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,Municipal Bodies||Bhuban NAC,BBN NAC 02/2023-24,2023_ORULB_93718_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2258755,ANUP KUMAR SAHOO,16-Sep-2023 02:05 PM,Accepted-AOC,L1,28-Dec-2023 04:48 PM,28-Dec-2023,"INR 1,600,693",60.0,SURENDRA NATH SAHOO,28-Dec-2023 04:48 PM,12AOC.pdf (148.00 KB),AOC,Executive Officer,Internal,"CP, EO, ME, JE, ACCT",SURENDRA NATH SAHOO,28-Dec-2023 04:44 PM,techsummary_458005.pdf (95.73 KB),Municipal Bodies||Bhuban NAC,2023_ORULB_93718_12,BBN NAC 02/2023-24,"Road From mahabir gas station to PHD OGR in ward no-02, Bhuban NAC",Executive Officer,Internal,"CP, EO, ME, JE, ACCT",SURENDRA NATH SAHOO,28-Dec-2023 04:46 PM,finsummary_458005.pdf (95.73 KB),Finance,OK,SURENDRA NATH SAHOO,29-Sep-2023 01:16 PM,,BOQ Comparative Chart,1.0,2258755.0,ANUP KUMAR SAHOO,INR,"1,600,693",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,"Affidavit, Bid Security Declaration, Other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2254353,Dharmendra Jena,14-Sep-2023 01:25 AM,Rejected-Technical,L2,28-Dec-2023 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2253945,Namita Sahoo,13-Sep-2023 08:01 PM,Rejected-Technical,L3,28-Dec-2023 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
