S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,"Block Development Officer, Balipatna",Panchayat Samiti Balipatna,"15,030",Yes,percentage,1.0%,Nil,Nil,"6,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BALIPATNA Block,BPS/21/2023-24,2023_PRBLP_97950_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair and Renovation of Nilakantheswar Temple at Pampalo in Pampalo G.P under Balipatna Block,Repair and Renovation of Nilakantheswar Temple at Pampalo in Pampalo G.P under Balipatna Block,Please refer Tender documents. ,NA ,"15,02,986",Civil Works - Buildings,NA ,Rate Contract,120.0,90.0,Pampalo GP Balipatna Block,752102.0,NA ,NA ,NA ,Panchayat Samiti Balipatna,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,07-Dec-2023 03:00 PM,19-Dec-2023 11:00 AM,07-Dec-2023 03:00 PM,18-Dec-2023 05:00 PM,07-Dec-2023 03:00 PM ,14-Dec-2023 05:00 PM ,11-Dec-2023 10:00 AM,18-Dec-2023 05:00 PM,AOC,S P Priyadarsini,Internal,"AEE, AO, SO, JE",SMRUTI PRAJNA PRIYADARSHINEE,30-Dec-2023 08:14 PM,techsummary_477814.pdf (265.12 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BALIPATNA Block,2023_PRBLP_97950_1,BPS/21/2023-24,Repair and Renovation of Nilakantheswar Temple at Pampalo in Pampalo G.P under Balipatna Block,1.0,2360470.0,HARAPRIYA CONSTRUCTION,INR,"1,502,986",1,2359718,BASANTA PRADHAN,18-Dec-2023 04:31 PM,Rejected-Finance,BY LOTTORY,30-Dec-2023 08:18 PM,S P Priyadarsini,Internal,"AEE, AO, SO, JE",SMRUTI PRAJNA PRIYADARSHINEE,30-Dec-2023 08:18 PM,finsummary_477814.pdf (265.12 KB),Finance,Tender Committee formed for opening,SMRUTI PRAJNA PRIYADARSHINEE,22-Dec-2023 04:50 PM,,BOQ Comparative Chart,01-Jan-2024,"INR 1,502,986",90.0,SMRUTI PRAJNA PRIYADARSHINEE,30-Dec-2023 08:20 PM,AOC.pdf (389.00 KB),L 1,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2360470,HARAPRIYA CONSTRUCTION,18-Dec-2023 03:02 PM,Accepted-AOC,L 1,30-Dec-2023 08:21 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2360294,JAY MAHADEV CONSTRUCTION,18-Dec-2023 04:41 PM,Rejected-Finance,BY LOTTORY,30-Dec-2023 08:18 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2360636,RAMAKANTA SAHANI,18-Dec-2023 04:13 PM,Rejected-Finance,BY LOTTORY,30-Dec-2023 08:18 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2360677,RANJIT BHOI,18-Dec-2023 04:43 PM,Rejected-Finance,BY LOTTORY,30-Dec-2023 08:18 PM,,,,,,,,,,,,,,,,,,,,AOC
