Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
"Biswaranjan Biswas, BDO, Baranga",Internal,"Aditya Narayan Mishra, AEE, Aryaprava Dhal, AO, Niharika Mohanty, CDPO, Belabhumi Sahu, AE, Lokanath Naik, SO",Biswaranjan Biswas,07-Dec-2023 06:31 PM,techsummary_474335.pdf (1198.95 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BARANGA Block,2023_PRBRG_97142_1,BLKBARANGA-4/2023-24,Renovation of Maa Sarangeswari Pitha at Gadeikuda Village,1.0,2339375.0,PRATAP KUMAR SAMANTARAY,INR,"1,360,646",1,2337771,AJIT KUMAR JENA,30-Nov-2023 03:19 PM,Rejected-Finance,Selected as L2 as per lottery,13-Dec-2023 04:01 PM,21-Dec-2023,"INR 1,360,646",120.0,Biswaranjan Biswas,21-Dec-2023 03:36 PM,WO.pdf (468.00 KB),Work Order issued to Sri Pratap Kumar Samantaray,Finance,All 4 number of bidders are allowed to be admitted online.,Biswaranjan Biswas,02-Dec-2023 05:42 PM,finance_474335.pdf,BOQ Comparative Chart,"Biswaranjan Biswas, BDO, Baranga",Internal,"Aditya Narayan Mishra, AEE, Baranga, Aryaprava Dhal, AO, Baranga, Niharika Mohanty, CDPO, Baranga, Belabhumi Sahoo, AE, Baranga, Lokanath Naik, SO, Baranga",Biswaranjan Biswas,13-Dec-2023 04:01 PM,finsummary_474335.pdf (2476.52 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,"6,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||BARANGA Block,BLKBARANGA-4/2023-24,2023_PRBRG_97142_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Renovation of Maa Sarangeswari Pitha at Gadeikuda Village,Renovation of Maa Sarangeswari Pitha at Gadeikuda Village,Please refer Tender documents. ,NA ,"16,00,572",Civil Works - Buildings,NA ,Tender,90.0,120.0,"Gadeikuda, Sribantapur",754005.0,NA ,NA ,NA ,"OFFICE OF THE PANCHAYAT SAMITI, BARANGA",No ,No,"16,500",No,fixed,,Nil,Nil,17-Nov-2023 10:00 AM,02-Dec-2023 11:30 AM,17-Nov-2023 10:00 AM,01-Dec-2023 05:00 PM,17-Nov-2023 10:00 AM ,01-Dec-2023 03:00 PM ,17-Nov-2023 10:00 AM,01-Dec-2023 05:00 PM,"BLOCK DEVELOPMENT OFFICER, BARANGA","OFFICE OF THE PANCHAYAT SAMITI, BARANGA AT/PO- BARANGA DIST- CUTTACK",AOC
,,,,,,,,,,,,,,,2,2339575,Alok Kumar Mohapatra,29-Nov-2023 09:27 PM,Rejected-Finance,Not the lowest bidder,13-Dec-2023 04:01 PM,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2338702,PRASANT KUMAR MAJHEE,29-Nov-2023 12:22 PM,Rejected-Technical,All Documents Not Submitted,07-Dec-2023 06:31 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2339375,PRATAP KUMAR SAMANTARAY,29-Nov-2023 05:53 PM,Accepted-AOC,Work Order issued to L1 bidder Pratap Kumar Samantaray,21-Dec-2023 03:38 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
