Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Smt. Tillotama Pradhan,"CSO-cum-DM., OSCSC Ltd., Nayagarh","11,800",0.0,Nil,Nil,No,1,ICICI BANK,Appointment of Handling Contractor for the biennial year 2023-25 of Nayagarh District.,Appointment of Handling Contractor for the biennial year 2023-25 of Nayagarh District.,Please refer Tender documents. ,NA ,"1,98,99,717",Handling and Transportation,Handling ,Tender,45.0,730.0,"RRCs, PEG and RMC Nayagarh",752069.0,"O/O District Manager OSCSC Ltd., Nayagarh ","O/O District Manager OSCSC Ltd., Nayagarh ",25-Apr-2023 11:00 AM ,"Conference Hall of Collectorate., Nayagarh",No ,No,1,Fee/PreQual/Technical,.pdf,Appointment of Handling Contractor for the biennial year 2023-25 of Nayagarh District.,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nayagarh,1498/2023,2023_OSCSC_88072_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,19-Apr-2023 10:00 AM,10-May-2023 11:00 AM,19-Apr-2023 10:00 AM,09-May-2023 05:00 PM,NA ,NA ,19-Apr-2023 10:00 AM,09-May-2023 05:00 PM,16-Jun-2023 11:00 AM,"3,00,000",Yes,fixed,,Nil,Nil,AOC,Finance,Bidders are admitted for financial evaluation.,girija sankar behera,30-Dec-2023 01:55 PM,finance_434775.pdf,BOQ Comparative Chart,Technical,All bidders are admitted for Technical Evaluation.,Tilotama Pradhan,12-Jun-2023 02:43 PM,,1,2134980,BADRI NARAYAN SAHOO,09-May-2023 03:27 PM,Rejected-Finance,Reject,30-Dec-2023 02:17 PM,30-Dec-2023,INR 39.8,730.0,Brajendra Kumar Mohanty,30-Dec-2023 02:29 PM,3825.pdf (782.00 KB),BIJAY KETAN BHATTA 39 80,COLLECTOR,Internal,"CSO-CUM-DM, RTO, DSWO AND DLO/ALO NAYAGARH DISTRICT",Brajendra Kumar Mohanty,30-Dec-2023 02:17 PM,finsummary_434775.pdf (341.24 KB),Collector,Internal,"CSO-CUM-DISTRICT MANAGER, RTO, DSWO, DLO/ALO OF NAYAGARH DISTRICT.",Tilotama Pradhan,13-Jun-2023 12:00 PM,16-Jun-2023 11:00 AM,techsummary_434775.pdf (324.40 KB),1.0,2133400.0,BIJAY KETAN BHATTA,INR,39.8,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nayagarh,2023_OSCSC_88072_1,1498/2023,Appointment of Handling Contractor for the biennial year 2023-25 of Nayagarh District.,AOC
,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Appointment of Handling Contractor for the biennial year 2023-25 of Nayagarh District.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2133400,BIJAY KETAN BHATTA,09-May-2023 03:55 PM,Accepted-AOC,BIJAY KETAN BHATTA 22.11.2023,30-Dec-2023 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
