S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Construction of road from Ambedkar Nagar end point paver road towards Football field (0m to 300m) in ward No.6,Construction of road from Ambedkar Nagar end point paver road towards Football field (0m to 300m) in ward No.6,Please refer Tender documents. ,NA ,"16,92,400",Civil Works - Others,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,Executive Officer,"O/O Executive Officer, Angul Municipality","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD online, RC. GSTIN, PAN, Affidavit and other document as per DTCN",01-Sep-2023 10:00 AM,13-Sep-2023 11:00 AM,01-Sep-2023 10:00 AM,12-Sep-2023 05:00 PM,NA ,NA ,01-Sep-2023 10:00 AM,12-Sep-2023 05:00 PM,"16,950",Yes,fixed,,Nil,Nil,Municipal Bodies||Angul Municipality,EO/AGLM-13/2023-24,2023_ORULB_93509_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2250213,SABYASACHI MUKHI (ST),11-Sep-2023 10:44 PM,Accepted-AOC,Successful,15-Dec-2023 04:09 PM,15-Dec-2023,"INR 1,692,400",60.0,Ghanashyam Tripathy,15-Dec-2023 04:09 PM,AOC.pdf (1012.00 KB),Date of agreement 28.11.2023 Date of completion 28.01.2024,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Smt.Madhusmita Bishi, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,09-Nov-2023 12:13 PM,techsummary_456936.pdf (311.92 KB),Municipal Bodies||Angul Municipality,2023_ORULB_93509_10,EO/AGLM-13/2023-24,Construction of road from Ambedkar Nagar end point paver road towards Football field (0m to 300m) in ward No.6,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Smt.Madhusmita Bishi, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,12-Dec-2023 04:47 PM,finsummary_456936.pdf (311.92 KB),Finance,3 BIDDERS PARTICIPATED,Rabin Kumar Das,13-Sep-2023 05:23 PM,,BOQ Comparative Chart,1.0,2250213.0,SABYASACHI MUKHI (ST),INR,"1,692,400",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity in Xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2250189,SANJAY KUMAR NAYAK (SC),11-Sep-2023 11:19 PM,Rejected-AOC,Unsuccessful,15-Dec-2023 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2250138,SAROJ KUMAR NAIK,11-Sep-2023 10:59 PM,Rejected-AOC,Unsucessful,15-Dec-2023 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
