EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"19,030",Yes,fixed,,Nil,Nil,"Executive Officer,Nabarangpur Municipality","At - Nabarangpur Municipality, Nabarangpur.",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents.","6,000",0.0,Nil,Nil,No,1,ICICI BANK,Construction of Paver Surface Over Kutcha Road From Womens College to Vigilance Office PWD Road to V.R.S Campus in Ward no-16,Please referee the Tender Documents,CIVIL WORK ,NA ,"19,03,007",Civil Works - Others,NA ,Tender,90.0,60.0,Nabarangpur,764059.0,NA ,NA ,NA ,Nabarangpur Municipality,No ,No,25-Sep-2023 11:00 AM,05-Oct-2023 11:00 AM,25-Sep-2023 11:00 AM,04-Oct-2023 05:00 PM,NA ,NA ,25-Sep-2023 11:00 AM,04-Oct-2023 05:00 PM,Municipal Bodies||Nabarangpur Municipality,EONM-04/2023-24(23),2023_ORULB_94603_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,26-Dec-2023 10:32 PM,techsummary_463556.pdf (384.98 KB),1.0,2278476.0,MANOJ KUMAR BRAHMA,INR,"1,808,047",Municipal Bodies||Nabarangpur Municipality,2023_ORULB_94603_7,EONM-04/2023-24(23),Construction of Paver Surface Over Kutcha Road From Womens College to Vigilance Office PWD Road to V.R.S Campus in Ward no-16,1,2278482,KHIRASINDHU HARIJAN,04-Oct-2023 09:12 AM,Rejected-AOC,Disqualified,26-Dec-2023 10:35 PM,26-Dec-2023,"INR 1,808,047",60.0,Upendra Kumar Nayak,26-Dec-2023 10:35 PM,7.pdf (385.00 KB),Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,26-Dec-2023 10:34 PM,finsummary_463556.pdf (384.98 KB),Finance,All documents submitted as per bid,Upendra Kumar Nayak,26-Dec-2023 10:30 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,.xls,BOQ,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2278476,MANOJ KUMAR BRAHMA,04-Oct-2023 08:47 AM,Accepted-AOC,Qualified,26-Dec-2023 10:35 PM,,,,,,,,,,,,,,,,,,,AOC
