S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,20-Oct-2023 05:00 PM,07-Nov-2023 11:00 AM,20-Oct-2023 05:00 PM,06-Nov-2023 05:00 PM,NA ,NA ,20-Oct-2023 05:00 PM,06-Nov-2023 05:00 PM,EXECUTIVE OFFICER,BALASORE MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Balasore Municipality,BM_11_2023_24,2023_ORULB_95913_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Const. of Toilet with Water Complex at Christian High School, Ward No_18 under Balasore Municipality","Const. of Toilet with Water Complex at Christian High School, Ward No_18 under Balasore Municipality",Please refer Tender documents. ,NA ,"14,54,279",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,"14,543",Yes,percentage,1.0%,Nil,Nil,AOC,EO CP ME AE,Internal,EO CP ME AE,Pranabananda Sahu,07-Dec-2023 04:56 PM,techsummary_468964.pdf (301.60 KB),1.0,2307150.0,MADAN BEHERA,INR,"1,432,319.18",Municipal Bodies||Balasore Municipality,2023_ORULB_95913_2,BM_11_2023_24,"Const. of Toilet with Water Complex at Christian High School, Ward No_18 under Balasore Municipality",1,2307169,JITENDRA PARMANIK,05-Nov-2023 08:37 PM,Rejected-Finance,L2,07-Dec-2023 05:41 PM,07-Dec-2023,"INR 1,716,049",60.0,Pranabananda Sahu,07-Dec-2023 05:44 PM,WO1102.pdf (360.00 KB),EO CP ME AE,Internal,,Pranabananda Sahu,07-Dec-2023 05:42 PM,finsummary_468964.pdf (301.60 KB),Finance,Tender opened successfully,Kunal Motiram Chavan,07-Nov-2023 11:47 AM,,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2307150,MADAN BEHERA,05-Nov-2023 08:23 PM,Accepted-AOC,wo,07-Dec-2023 05:44 PM,,,,,,,,,,,,,,,,,,,AOC
