Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Er. Arabinda Jena,Internal,"I/C Superintending Engineer, (Estimator), P.H. Division, Cuttack, Divisional Accounts Officer-I, P.H. Division, Cuttack, Additional Chief Engineer, I.C Superintending Engineer, P.H. Division, Cuttack",Arabinda Jena,30-Dec-2023 05:59 PM,finsummary_472245.pdf (586.74 KB),PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,2023_PHEO_96769_1,"SEPH-DIVISION,CTC-29 (01) of 2023-24","Sinking of Production Well, pipe line connection, construction of pump house, compound wall with internal and external electrification and commissioning at Ward No. 17 in Jagatsinghpur Municipality.",1.0,2318431.0,M/S. NIMAIN CHARAN BARIK,INR,"2,053,431",30-Dec-2023,"INR 2,053,431",60.0,Arabinda Jena,30-Dec-2023 06:01 PM,wo.pdf (420.00 KB),1,2319979,ABHIMANYU SWAIN,17-Nov-2023 10:14 PM,Rejected-AOC,Rejected,30-Dec-2023 06:04 PM,Er. Arabinda Jena,Internal,"I/C Superintending Engineer, (Estimator), P.H. Division, Cuttack, Divisional Accounts Officer-I, P.H. Division, Cuttack, Additional Chief Engineer, I.C Superintending Engineer, P.H. Division, Cuttack",Arabinda Jena,30-Dec-2023 05:56 PM,techsummary_472245.pdf (483.57 KB),Finance,The validity of tenders depends on the result of scrutiny of the scanned documents submitted by the tenderers online.,Arabinda Jena,21-Nov-2023 12:12 PM,,BOQ Comparative Chart,AOC,"Superintending Engineer, PH Division, Cuttack","OO Superintending Engineer, PH Division, Cuttack, Nayabazar, Cuttack","Sinking of Production Well, pipe line connection, construction of pump house, compound wall with internal and external electrification and commissioning at Ward No. 17 in Jagatsinghpur Municipality.","Sinking of Production Well, pipe line connection, construction of pump house, compound wall with internal and external electrification and commissioning at Ward No. 17 in Jagatsinghpur Municipality.",Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,120.0,60.0,"Mahanadivihar, Cuttack",753004.0,NA ,NA ,NA ,"OO Superintending Engineer, PH Division, Cuttack",No ,No,PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,"SEPH-DIVISION,CTC-29 (01) of 2023-24",2023_PHEO_96769_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD,Valid Regd.Certificate,GST,PAN,Affidavit as per DTCN","25,000",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,10-Nov-2023 01:00 PM,21-Nov-2023 11:00 AM,10-Nov-2023 01:00 PM,20-Nov-2023 05:00 PM,10-Nov-2023 01:00 PM ,16-Nov-2023 05:00 PM ,10-Nov-2023 01:00 PM,20-Nov-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,2,2318431,M/S. NIMAIN CHARAN BARIK,20-Nov-2023 01:26 PM,Accepted-AOC,Won the lottery and stands 1st lowest,30-Dec-2023 06:04 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2324285,M/S SWARUP PRASAD ROUT,20-Nov-2023 04:56 PM,Rejected-AOC,Rejected,30-Dec-2023 06:04 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2322707,M/S . VERACITY,20-Nov-2023 12:54 PM,Rejected-AOC,stands 2nd lowest,30-Dec-2023 06:04 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2323850,NIRUPAMA BEHERA,20-Nov-2023 03:05 PM,Rejected-AOC,Rejected,30-Dec-2023 06:04 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
