Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,All bidders are admitted for financial evaluation,sudhakar sabaro,06-Oct-2023 12:31 PM,,Technical,All bidders are admitted for technical evaluaton,sudhakar sabaro,08-Sep-2023 06:05 PM,,04-Dec-2023,INR 11.99,595.0,sudhakar sabaro,04-Dec-2023 06:36 PM,AOCRoad.pdf,MANAGING DIRECTOR,Internal,,sudhakar sabaro,06-Oct-2023 12:58 PM,finsummary_449132.pdf,Managing Director,Internal,,sudhakar sabaro,08-Sep-2023 06:08 PM,11-Sep-2023 03:30 PM,techsummary_449132.pdf,Odisha State Civil Supplies Corp. Ltd.,2023_OSCSC_92486_1,No.12085/P-II/91/2023/PDS Dt.16.08.2023,selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Bargarh to recipient district Mayurbhanj in the State of Odisha,AOC,selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Bargarh to recipient district Mayurbhanj in the State of Odisha,selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Bargarh to recipient district Mayurbhanj in the State of Odisha,Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,45.0,595.0,"OSCSC LTD, C/2 NAYAPALLI BHUBANESWAR",751012.0,NA ,NA ,NA ,CONFERENCE HALL OSCSC LTD,No ,No,1,Fee/PreQual/Technical,.pdf,Required document as per DTCN,MANAGING DIRECTOR,"OSCSC LTD, C/2 NAYAPALLI BHUBANESWAR-751012",590.0,0.0,Nil,Nil,No,17-Aug-2023 10:00 AM,01-Sep-2023 11:00 AM,17-Aug-2023 10:00 AM,31-Aug-2023 05:00 PM,NA ,NA ,17-Aug-2023 10:00 AM,31-Aug-2023 05:00 PM,11-Sep-2023 03:30 PM,Odisha State Civil Supplies Corp. Ltd.,No.12085/P-II/91/2023/PDS Dt.16.08.2023,2023_OSCSC_92486_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,"2,75,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,AOC
