Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,21-Dec-2023 01:11 PM,techsummary_463004.pdf (552.37 KB),1.0,2279322.0,GANESH KUMAR AGRAWAL,INR,"703,485.87",Municipal Bodies||Sambalpur Municipal Corporation,2023_ORULB_94601_7,16/SMC_SBP/2023-24,"Construction of Paver Block Road from Bareipali Mungapara Main Road to Hira Nivas Sanjaya Prasadhouse via Anand Marg School, in Ward No. -13.",1,2280230,AMIT AGRAWAL,06-Oct-2023 12:41 AM,Rejected-Technical,unsuccessful,21-Dec-2023 01:11 PM,21-Dec-2023,"INR 703,485.87",60.0,PADMINI MEHER,21-Dec-2023 01:13 PM,16-7.pdf (552.00 KB),successful,Finance,TENDER OPENED,PADMINI MEHER,11-Oct-2023 03:46 PM,finance_463004.pdf,BOQ Comparative Chart,Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,21-Dec-2023 01:13 PM,finsummary_463004.pdf (552.37 KB),AOC,"COMMISSIONER, SMC, SAMBALPUR","New Office Building, SMC Durgapali, Sambalpur 768006",1,ICICI BANK,"4,000",0.0,Nil,Nil,No,"Construction of Paver Block Road from Bareipali Mungapara Main Road to Hira Nivas Sanjaya Prasadhouse via Anand Marg School, in Ward No. -13.","Construction of Paver Block Road from Bareipali Mungapara Main Road to Hira Nivas Sanjaya Prasadhouse via Anand Marg School, in Ward No. -13.",Please refer Tender documents. ,NA ,"7,03,485",Civil Works - Others,NA ,Tender,90.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,"SAMBALPUR MUNICIPAL CORPORATION, SAMBALPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",22-Sep-2023 11:00 AM,07-Oct-2023 11:00 AM,22-Sep-2023 11:00 AM,06-Oct-2023 05:00 PM,NA ,NA ,22-Sep-2023 11:00 AM,06-Oct-2023 05:00 PM,"7,035",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Sambalpur Municipal Corporation,16/SMC_SBP/2023-24,2023_ORULB_94601_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,2279322,GANESH KUMAR AGRAWAL,05-Oct-2023 10:35 AM,Accepted-AOC,successful,21-Dec-2023 01:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
