Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,e-Procurement Notice No.1 / 2023-24,2023_SCDBH_89282_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-May-2023 11:00 AM,12-Jun-2023 11:00 AM,26-May-2023 11:00 AM,09-Jun-2023 05:00 PM,26-May-2023 11:00 AM ,01-Jun-2023 05:00 PM ,26-May-2023 11:00 AM,09-Jun-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, Registration Certificate",(17) IMPROVEMENT TO FLOOD PROTECTION EMBANKMENT ON RIVER KANSABANSA RIGHT NEAR MALLICKSAHI AT RD.7.90KM.,Embankment protection,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o the SE, Salandi Canal Division, Bhadrak",No ,No,"6,000",Nil,Nil,No,"25,000",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/o the SE, Salandi Canal Division, Bhadrak",1.0,ICICI BANK,AOC,"Superintending Engineer, Salandi Canal Division",Internal,"Estimator and DAO, Salandi Canal Division",PRASANTA KUMAR PATEL,10-Jul-2023 05:59 PM,finsummary_439258.pdf (267.03 KB),CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,2023_SCDBH_89282_17,e-Procurement Notice No.1 / 2023-24,(17) IMPROVEMENT TO FLOOD PROTECTION EMBANKMENT ON RIVER KANSABANSA RIGHT NEAR MALLICKSAHI AT RD.7.90KM.,1.0,2158243.0,PRAFULLA KUMAR MALIK,INR,"2,117,132",Finance,Tender documents of all the bidders have been downloaded successfully.,PRASANTA KUMAR PATEL,12-Jun-2023 07:20 PM,finance_439258.pdf,BOQ Comparative Chart,11-Dec-2023,"INR 2,117,132",120.0,PRASANTA KUMAR PATEL,11-Dec-2023 05:57 PM,13.pdf (348.00 KB),Contract Awarded,1,2157239,Aditya Kumar Mohapatra,08-Jun-2023 07:59 AM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,"Superintending Engineer, Salandi Canal Division",Internal,"Estimator and DAO, Salandi Canal Division",PRASANTA KUMAR PATEL,05-Jul-2023 05:57 PM,techsummary_439258.pdf (209.30 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2158407,AJAY KUMAR PALITA,09-Jun-2023 03:47 PM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2153674,ASHOK KUMAR DWIVEDI,07-Jun-2023 04:39 PM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2154994,Bhabatosh Das,08-Jun-2023 10:17 PM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2151918,BHARATI MOHAPATRA,01-Jun-2023 12:05 PM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2156514,BIRANCHI NARAYAN MOHANTY,07-Jun-2023 12:59 PM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2158140,DIBYA RANJAN MOHANTY,09-Jun-2023 12:25 PM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2154193,Dillip Kumar Lenka,05-Jun-2023 11:50 AM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2158255,HRUDAYA BALLAV MOHANTY,09-Jun-2023 01:27 PM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2157290,Jitendralal Sahoo,08-Jun-2023 10:22 AM,Rejected-Finance,Did not win the lottery,10-Jul-2023 05:59 PM,,,,,,,AOC
