Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,OPEN SUCCESSFULLY,Rasmita Mishra,18-Sep-2023 11:55 AM,,BOQ Comparative Chart,1.0,2258888.0,BINOD KUMAR BEHERA,INR,"924,945.49",Municipal Bodies||Bhuban NAC,2023_ORULB_93718_18,BBN NAC 02/2023-24,"Road From Hari Sahoo to Khirod Prusty House in ward no-03, Bhuban NAC",Executive Officer,Internal,"CP, EO, ME, JE, ACCT",SURENDRA NATH SAHOO,21-Dec-2023 05:37 PM,finsummary_458022.pdf (128.54 KB),Executive Officer,Internal,"CP, EO, ME, JE, ACCT.",SURENDRA NATH SAHOO,21-Dec-2023 05:35 PM,techsummary_458022.pdf (128.54 KB),21-Dec-2023,"INR 924,945.49",60.0,SURENDRA NATH SAHOO,21-Dec-2023 05:39 PM,18AOC.pdf (312.00 KB),AOC,1.0,2258888.0,BINOD KUMAR BEHERA,16-Sep-2023 03:29 PM,Accepted-AOC,L1,21-Dec-2023 05:39 PM,AOC,1.0,ICICI BANK,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC, Bhuban","Road From Hari Sahoo to Khirod Prusty House in ward no-03, Bhuban NAC","Road From Hari Sahoo to Khirod Prusty House in ward no-03, Bhuban NAC",Please refer Tender documents. ,NA ,"9,25,223",Civil Works - Roads,NA ,Tender,60.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,Bhuban NAC,No ,No,"9,252",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan Card, GST, Paper Cost, Valid RC, Labour License",Municipal Bodies||Bhuban NAC,BBN NAC 02/2023-24,2023_ORULB_93718_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,04-Sep-2023 11:00 AM,18-Sep-2023 11:00 AM,04-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,NA ,NA ,04-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2258940.0,SRIRAM CONSTRUCTION PROP. NARENDRA KUMAR SAHOO,16-Sep-2023 03:45 PM,Rejected-Technical,L2,21-Dec-2023 05:35 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Bid Security Declaration, Other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
