Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
SEDAOAEEAE,Internal,SEDAOAEEAE,Hemanta Kumar Barik,29-Dec-2023 08:38 PM,finsummary_443743.pdf (605.35 KB),Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division Sundergarh,2023_RWSS_90545_5,Bid Identification No. 04 of 2023.24,"Supplying of Drinking Water with PVC Tank at Labdajore village near Fittingpada, Chihidhipa 2 nos of Sumura GP under Hemgir Block.(Installation of Solar dual pump including laying of HDPE pipe) as per reference proposal no-08",29-Dec-2023,"INR 2,027,342.51",120.0,Hemanta Kumar Barik,29-Dec-2023 08:40 PM,TCN4ID05.pdf (605.00 KB),Work order copy,1.0,2185283.0,ANIT KUMAR NAIK,INR,"2,027,342.51",Finance,Evaluation copy,Bailochan Bhoi,16-Sep-2023 01:24 PM,finance_443743.pdf,BOQ Comparative Chart,1,2185283,ANIT KUMAR NAIK,24-Jul-2023 08:37 PM,Accepted-AOC,1st Lowest,29-Dec-2023 08:41 PM,SEDAOAEEAE,Internal,SEDAOAEEAE,Bailochan Bhoi,16-Sep-2023 01:27 PM,techsummary_443743.pdf (481.09 KB),AOC,"23,848",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper cost, EMD, Licence, GST, PAN, Affidavit , Schedule-A , machinery etc.",Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division Sundergarh,Bid Identification No. 04 of 2023.24,2023_RWSS_90545_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Supplying of Drinking Water with PVC Tank at Labdajore village near Fittingpada, Chihidhipa 2 nos of Sumura GP under Hemgir Block.(Installation of Solar dual pump including laying of HDPE pipe) as per reference proposal no-08","Supplying of Drinking Water with PVC Tank at Labdajore village near Fittingpada, Chihidhipa 2 nos of Sumura GP under Hemgir Block.(Installation of Solar dual pump including laying of HDPE pipe) as per reference proposal no-08",Please refer Tender documents. ,NA ,"23,84,828",Civil Works - Water Works,NA ,Tender,90.0,120.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/O the SE , RWS and S Division, Sundargarh",No ,No,"SE , RWS and S Division, Sundargarh","O/O the SE , RWS and S Division, Sundargarh","6,000",0.0,Nil,Nil,No,14-Jul-2023 10:00 AM,26-Jul-2023 11:00 AM,14-Jul-2023 10:00 AM,25-Jul-2023 05:00 PM,14-Jul-2023 10:00 AM ,25-Jul-2023 05:00 PM ,14-Jul-2023 10:00 AM,25-Jul-2023 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2185643,BIBHUTI BHUSAN NAIK,25-Jul-2023 12:39 PM,Rejected-AOC,Lowest,29-Dec-2023 08:41 PM,,,,,,,AOC,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2183578,DEELIP KUMAR SARANGI,23-Jul-2023 09:54 AM,Rejected-Technical,Minimum requirement of T and P invoice not submitted,16-Sep-2023 01:27 PM,,,,,,,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2185605,JOY SOLAR PVT LTD,25-Jul-2023 04:33 PM,Rejected-AOC,Lowest,29-Dec-2023 08:41 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2185962,Kailash Kumar Agrawal,25-Jul-2023 04:12 PM,Rejected-AOC,Lowest,29-Dec-2023 08:41 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2184007,PRADEEP KUMAR SAHOO,24-Jul-2023 07:49 PM,Rejected-AOC,Lowest,29-Dec-2023 08:41 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
