EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,749",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,1,ICICI BANK,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Construction of paver road from Sendha sahi A.W.C towards Kanhei Sendha house ward 18,Construction of paver road from Sendha sahi A.W.C towards Kanhei Sendha house ward 18,Please refer Tender documents. ,NA ,"2,74,892",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_104,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EO,Basudevpur Municipality,AOC,NIBEDITA BEHERA,Internal,"EO,ME,JE",Samir Ranjan Dash,11-Dec-2023 12:24 PM,finsummary_453790.pdf (10278.84 KB),NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,23-Nov-2023 01:24 PM,techsummary_453790.pdf (10278.84 KB),Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_104,BSPM-01-2023-24,Construction of paver road from Sendha sahi A.W.C towards Kanhei Sendha house ward 18,1,2226587,DEEPAK RANJAN NAYAK,INR,"327,616",1,2226708,BIJAYA KUMAR PATI,31-Aug-2023 12:56 PM,Accepted-AOC,OK,11-Dec-2023 01:16 PM,11-Dec-2023,"INR 327,616",30.0,Samir Ranjan Dash,11-Dec-2023 01:15 PM,104.pdf (253.00 KB),OK,Finance,ok,Manas Kumar Dandapat,04-Sep-2023 01:00 PM,finance_453790.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,2226708,BIJAYA KUMAR PATI,INR,"363,654",2,2226587,DEEPAK RANJAN NAYAK,31-Aug-2023 12:24 PM,Accepted-AOC,OK,11-Dec-2023 01:16 PM,,,,,,,,,,,,,,AOC
