object_id,Repair and Restoration_tenders_awarded_value
21-370-03312,2964191.0
21-370-03316,25043683.27
21-372-03566,1073653.348
21-374-03588,19071123.81
21-375-03450,4768208.08
21-376-03492,11385448.41
21-376-03501,9566668.7
21-376-03510,8324031.29
21-377-03298,48177428.0
21-378-03322,447387.0
21-378-03323,1657323.0
21-378-03324,1222008.0
21-378-03326,651713.0
21-378-03328,950821.0
21-381-03336,37240776.0
21-381-03341,41973132.0
21-382-03394,4905643.0
21-382-03395,11146120.0
21-382-03396,18073176.16
21-382-03399,6292421.84
21-382-03400,1633987.0
21-382-03401,3284784.0
21-382-03403,2781601.0
21-383-03354,41804575.0
21-385-03524,175403.0
21-385-03525,146110.0
21-387-03539,2338980.0
21-387-03540,359375.0
21-387-03542,1096295.0
21-388-03364,7574115.0
21-388-03366,9955162.0
21-388-03367,52046917.23
21-388-03368,4164203.0
21-388-03371,4072951.0
21-388-03374,715523.0
21-388-03375,2702031.0
21-388-03377,605194.0
21-388-03380,2076429.0
21-388-03383,4172468.48
21-388-03384,4552932.0
21-388-03385,749888.0
21-389-03360,38866654.0
21-389-03361,1808737.0
21-389-03362,12428389.42
21-390-03428,2353760.0
21-390-03429,37084005.0
21-390-03430,6564154.0
21-391-03329,21824175.0
21-391-03330,5897237.0
21-391-03331,5652218.0
21-393-03285,4582323.076
21-393-03295,9950841.618999999
21-395-03415,6580497.302
21-395-03416,4259336.466
21-395-03417,1286037.98
21-395-03418,4450223.0
21-396-03557,16346537.0
21-397-03516,107954.0
21-398-03472,381758.5
