object_id,Repair and Restoration_tenders_awarded_value
21-372-03566,12830750.0
21-374-03588,30816665.8
21-375-03443,7863174.83
21-375-03455,1204205.16
21-377-03298,7608826.0
21-377-03303,12281249.0
21-377-03307,57602098.0
21-378-03322,382455.0
21-378-03323,45996.0
21-379-03434,28744100.0
21-380-03386,47012171.0
21-380-03389,457603899.0
21-380-03391,22570447.0
21-381-03340,69801851.36
21-382-03396,139164.46
21-383-03349,292692.0
21-383-03350,3546261.0
21-383-03351,1048446.0
21-383-03356,815755960.0
21-386-03460,996929.0
21-388-03364,437929.0
21-388-03365,39787511.23
21-393-03293,424260.0
21-396-03550,2276214.0
21-398-03476,2297737.0
