Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2113807,ISMAIL AZAD BADHAI,16-Apr-2023 04:26 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2115487,KHAGESWAR BAGH,18-Apr-2023 09:40 AM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2114991,"M/s. SHYAMJI ASSOCIATES, PROPRIETOR-ANJU AGRAWAL",17-Apr-2023 01:06 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2113184,NARESH BEHERA,12-Apr-2023 05:56 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2110724,PARSURAM KHAMARI,16-Apr-2023 01:07 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2113479,RABI PATEL,18-Apr-2023 12:48 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2114649,RAJANIKANTA TRIPATHY,18-Apr-2023 03:55 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2112139,RATNAMANI PRUSTI,12-Apr-2023 10:08 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2115018,SAMARENDRA PATTA,17-Apr-2023 02:22 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2114661,SAMEER AGRAWAL,16-Apr-2023 05:02 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2110756,SITARAM KHAMARI,18-Apr-2023 04:13 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2115707,SMITA PRIYADARSINI PATEL,18-Apr-2023 01:07 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2113356,SOUMYA RANJAN PANDA,16-Apr-2023 06:57 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2115821,SUJIT PATEL,18-Apr-2023 01:41 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2115946,TIRUMALA TRADERS PROP-CH SRINU,18-Apr-2023 03:22 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2113351,TUSAR RANJAN MIRDHA,13-Apr-2023 08:32 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2113885,UMAKANTA SWAIN,16-Apr-2023 12:27 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
