Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,06-Apr-2023 03:30 PM,19-Apr-2023 11:00 AM,06-Apr-2023 03:30 PM,18-Apr-2023 05:30 PM,NA ,NA ,06-Apr-2023 03:30 PM,18-Apr-2023 05:30 PM,SE MIDIVISION SAMBALPUR,At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,1.0,Fee/PreQual/Technical/Finance,.pdf,"Scan Copy of Licence,GST,PAN,BidCost,EMD,Affidavit,NoRelation certificate,CDMS Regd.other asper DTCN","CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",SE MID SBP 10/ 2022-23,2023_CEMIB_87612_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"29,682",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Improvement to Mendhabahal MIP in Jamankira block of Sambalpur district under RRR of water bodies under PMKSY-HKKP for the year 2022-23.,Improvement to Mendhabahal MIP in Jamankira block of Sambalpur district under RRR of water bodies under PMKSY-HKKP for the year 2022-23.,"Scan Copy of Licence,GST,PAN,BidCost,EMD,Affidavit,NoRelation certificate,CDMS Regd.other asper DTCN. ",NA ,"29,68,190",Civil Works - Water Works,NA ,Tender,90.0,270.0,Sambalpur,768001.0,NA ,NA ,NA ,SE MIDIVISION SAMBALPUR,No ,No,AOC,1,2113340,AJAYA KUMAR SAHU,17-Apr-2023 04:29 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,ER P SAMAL,Internal,ANIL KUMAR DAO ER P P SAHOO JE ESTIMATOR,SANDIP KUMAR MOHANTY,24-May-2023 01:31 PM,finsummary_433328.pdf (369.12 KB),Finance,Dipti Panda is rejected due to Non-submission of GST,SANDIP KUMAR MOHANTY,24-May-2023 12:06 PM,finance_433328.pdf,BOQ Comparative Chart,02-Jun-2023,"INR 2,523,257.54",270.0,SANDIP KUMAR MOHANTY,27-Jun-2023 05:42 PM,3.pdf (227.00 KB),Work awarded to Sri Debadatta Meher,ER P SAMAL,Internal,ANIL KUMAR DAO ER P P SAHOO JE ESTIMATOR,SANDIP KUMAR MOHANTY,24-May-2023 12:26 PM,techsummary_433328.pdf (369.12 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",2023_CEMIB_87612_3,SE MID SBP 10/ 2022-23,Improvement to Mendhabahal MIP in Jamankira block of Sambalpur district under RRR of water bodies under PMKSY-HKKP for the year 2022-23.,1.0,2115318.0,Debadatta Meher,INR,"2,523,257.54",AOC
,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,2114433,Akshya Kumar Patel,18-Apr-2023 02:09 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2111765,ALLI VENKATESH,10-Apr-2023 04:49 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2115003,BHESAJA KUMAR PATTA,17-Apr-2023 02:53 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2114408,BINAYA RANJAN PATEL,18-Apr-2023 08:45 AM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2115318,Debadatta Meher,17-Apr-2023 07:18 PM,Accepted-AOC,Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2114083,DEBASISH PADHAN,16-Apr-2023 07:22 PM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2115447,DEEPAK DANDAPAT,18-Apr-2023 09:08 AM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2115457,DILLIP KUMAR KISAN,18-Apr-2023 08:56 AM,Rejected-AOC,Not Selected vide transparent lottery,27-Jun-2023 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2113360,DIPTI PANDA,16-Apr-2023 06:46 PM,Rejected-Technical,Due to non submission of GST,24-May-2023 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
