Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Renovation of CHC, Banapur for 5T Transformation under AMA Hospital for the year 2023-24","Renovation of CHC, Banapur for 5T Transformation under AMA Hospital for the year 2023-24",Please refer Tender documents. ,NA ,"1,27,22,248",Civil Works - Buildings,NA ,Tender,90.0,150.0,khordha,752055.0,NA ,NA ,NA ,O/O SE RANDB KHURDA,No ,No,1.0,corrigendum,Other,,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,11-Apr-2023 03:30 PM,24-Apr-2023 11:30 AM,11-Apr-2023 03:30 PM,21-Apr-2023 05:00 PM,NA ,NA ,11-Apr-2023 03:30 PM,21-Apr-2023 05:00 PM,03-May-2023 11:30 AM,"1,27,222",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD, GSTIN, PAN, Contractor RC and Affidavit",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,NIT-01-23-24,2023_EICCL_87781_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,SE RANDB KHURDA,"O/o the SUPERINTENDING Engineer R and B Division, Khurda",AOC,30-Jun-2023,"INR 10,815,183",150.0,Santosh Kumar Patro,30-Jun-2023 03:49 PM,agrt.pdf (381.00 KB),agreement done,"EE, Khordha (RB) Division",Internal,"DAO, Estmator",Santosh Kumar Patro,30-Jun-2023 03:37 PM,finsummary_433749.pdf (498.79 KB),Technical,5 nos bidder admitted,Santosh Kumar Patro,24-Apr-2023 12:16 PM,technical_433749.pdf,1,2118366,ABHISEK SINGH SAMANTA,21-Apr-2023 01:49 PM,Rejected-Finance,L1 other than lottery bidder,30-Jun-2023 03:37 PM,Finance,3 bidder are admitted,Santosh Kumar Patro,30-Jun-2023 03:24 PM,finance_433749.pdf,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,2023_EICCL_87781_1,NIT-01-23-24,"Renovation of CHC, Banapur for 5T Transformation under AMA Hospital for the year 2023-24",1.0,2118110.0,JHASHAKETAN SWAIN,INR,"10,815,183","SE, Khordha (R andB) Division",Internal,Sr.DAO Estimator,Santosh Kumar Patro,02-May-2023 02:04 PM,03-May-2023 11:30 AM,techsummary_433749.pdf (704.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2115449,CHINTAMANISWAR CONSTRUCTIONS PVT LTD,19-Apr-2023 08:44 PM,Rejected-Finance,L1 other than lottery bidder,30-Jun-2023 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2118707,DIBAKAR MARTHA,21-Apr-2023 03:39 PM,Rejected-Technical,Non-Responsive,02-May-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2118110,JHASHAKETAN SWAIN,20-Apr-2023 04:56 PM,Accepted-AOC,agreement done,30-Jun-2023 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2118152,PRADOSH KUMAR SWAIN,20-Apr-2023 05:48 PM,Rejected-Technical,Non-Responsive,02-May-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
