Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Finance,CS,Kishore Chandra Sahoo,13-Jun-2023 11:43 AM,finance_435856.pdf,BOQ Comparative Chart,"EE RWD-2,NGRH",Internal,"DAO,JE ESTR",Kishore Chandra Sahoo,13-Jun-2023 11:51 AM,finsummary_435856.pdf (2852.73 KB),13-Jun-2023,"INR 3,620,272",180.0,Kishore Chandra Sahoo,13-Jun-2023 12:07 PM,AOC.pdf (845.00 KB),04 P1 OF 2023-24 DTD 12.06.23,1,2135427,AMIT KUMAR PRUSTY,10-May-2023 12:05 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,2023_CERWI_88431_2,ONLINE TENDER 01/RWD-II/23-24,"Construction of D-type Qtr for DAO, R.W. Division-II, Nayagarh for the year 2022-23",1.0,2134424.0,PRASANT KUMAR GURU,INR,"3,620,272","EE RWD-2,NGRH",Internal,"DAO,JE ESTR",Kishore Chandra Sahoo,13-Jun-2023 11:46 AM,techsummary_435856.pdf (2852.73 KB),AOC,26-Apr-2023 03:00 PM,11-May-2023 10:00 AM,26-Apr-2023 03:00 PM,10-May-2023 05:00 PM,26-Apr-2023 03:00 PM ,10-May-2023 10:00 AM ,26-Apr-2023 03:00 PM,10-May-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Construction of D-type Qtr for DAO, R.W. Division-II, Nayagarh for the year 2022-23",BLDG WORK,Please refer Tender documents. ,NA ,"36,20,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,NAYAGARH,752069.0,NA ,NA ,NA ,NAYAGARH,No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,ONLINE TENDER 01/RWD-II/23-24,2023_CERWI_88431_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EE RWD-II,Nayagarh","NEAR DRDA,NGRH","36,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,2134571,AMJAD KHAN,10-May-2023 11:05 AM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,"PAN,GSTIN,RC etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,2135158,ARUNI MISHRA,09-May-2023 07:44 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2134250,ASHOK KUMAR ROUT,08-May-2023 06:01 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2135481,BABU BIRAJA PRASAD,10-May-2023 12:26 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2134651,BIBHUTI BHUSAN NAIK,09-May-2023 09:09 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2134333,Bidyadhar Barad,08-May-2023 07:43 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2135207,BIRANCHI NARAYAN PRADHAN,09-May-2023 08:53 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2129753,CHANDRAKANT MOHANTY,08-May-2023 11:41 AM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2135507,DEBADATTA KHATEI,10-May-2023 01:02 PM,Rejected-AOC,R,13-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
