S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2097907.0,GAGAN BIHARI BHUYAN,INR,"34,368,489.38",CE RW I||RWCIRCLE-KEONJHAR,2023_CERWI_86593_1,Bridge Online NCB No. 363,Construction of proposed bridge over Chakratirtha Nallah at 0.500 Km from RD road to Bahiabadadanga road (P.S. Road). (Open Foundation),N V Harihar Rao,Internal,Puspanjali Bangsingh Monalisha Hembram,N V Harihar Rao,28-Mar-2023 04:44 PM,05-Apr-2023 05:30 PM,techsummary_430235.pdf (361.47 KB),11-May-2023,"INR 34,368,489.38",540.0,Monalisha Hembram,08-Jun-2023 06:36 AM,CHAKRATIRTHAAGT.pdf (1793.00 KB),Award of Contract,N V Harihar Rao,Internal,Puspanjali Bangsingh Monalisha Hembram,Monalisha Hembram,11-May-2023 11:22 AM,finsummary_430235.pdf (248.85 KB),1.0,2097907.0,GAGAN BIHARI BHUYAN,14-Mar-2023 01:45 PM,Accepted-AOC,L1,08-Jun-2023 06:37 AM,Technical,COVER-I,Monalisha Hembram,28-Mar-2023 04:20 PM,technical_430235.pdf,Finance,COVER-II,Monalisha Hembram,06-Apr-2023 01:09 PM,finance_430235.pdf,BOQ Comparative Chart,AOC,Construction of proposed bridge over Chakratirtha Nallah at 0.500 Km from RD road to Bahiabadadanga road (P.S. Road). (Open Foundation),Construction of proposed bridge over Chakratirtha Nallah at 0.500 Km from RD road to Bahiabadadanga road (P.S. Road). (Open Foundation),Please refer Tender documents. ,NA ,"3,86,29,302",Civil Works - Bridges,NA ,Tender,90.0,540.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,"3,86,293",Yes,percentage,1.0%,Nil,Nil,"Chief Construction Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar",28-Feb-2023 06:55 PM,15-Mar-2023 11:00 AM,28-Feb-2023 06:55 PM,14-Mar-2023 05:00 PM,28-Feb-2023 06:55 PM ,13-Mar-2023 05:00 PM ,28-Feb-2023 06:55 PM,14-Mar-2023 05:00 PM,05-Apr-2023 05:30 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-KEONJHAR,Bridge Online NCB No. 363,2023_CERWI_86593_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, Tender Paper Cost, Registration Certificate, GSTIN, PAN, Affidavits etc.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2098677.0,PARAMESWAR MALLICK,14-Mar-2023 04:40 PM,Rejected-AOC,L2,08-Jun-2023 06:37 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2098340.0,Suryanarayan Mohanty,13-Mar-2023 06:14 PM,Rejected-Technical,Misleading document (Schedule G) uploaded,28-Mar-2023 04:44 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
