Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourk",1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit Towards Authenticity of Documents,"2,000",0.0,Nil,Nil,No,"4,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online -SERKL-20 of 2022-23,2023_CERWI_85977_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Feb-2023 06:00 PM,17-Feb-2023 09:00 AM,09-Feb-2023 06:00 PM,16-Feb-2023 06:00 PM,09-Feb-2023 06:00 PM ,16-Feb-2023 06:00 PM ,09-Feb-2023 06:00 PM,16-Feb-2023 06:00 PM,SR to Record room at Kuarmunda Tahasil Office,SR to Record room at Kuarmunda Tahasil Office,Please refer Tender documents. ,NA ,"4,19,935",Civil Works - Buildings,NA ,Tender,90.0,15.0,ROURKELA,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,AOC,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2023_CERWI_85977_19,Online -SERKL-20 of 2022-23,SR to Record room at Kuarmunda Tahasil Office,"AE Estt, DAO, SE",Internal,"AE Estt, DAO, SE",Kishore Chandra Khatua,02-Jun-2023 09:52 AM,finsummary_427899.pdf (578.69 KB),Finance,9 nos of Bidders Applied,Kishore Chandra Khatua,02-Jun-2023 09:44 AM,,BOQ Comparative Chart,1.0,2081473.0,RAJENDRA NAIK,INR,"356,987",1,2079454,"A R INFRA ,PROP-NELSAN KANDULNA",15-Feb-2023 09:21 AM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,02-Jun-2023,"INR 356,987",15.0,Kishore Chandra Khatua,02-Jun-2023 09:53 AM,19.pdf (579.00 KB),Awarded Cost,"AE Estt, DAO, SE",Internal,"AE Estt, DAO, SE",Kishore Chandra Khatua,02-Jun-2023 09:46 AM,techsummary_427899.pdf (578.69 KB),AOC
,,,,.pdf,"PAN Card, GSTN, Regestration Certificate another as per DTCN, Contact No.",,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2081408,CHIDA ORAM,16-Feb-2023 01:42 PM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit Regarding norelation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2080737,GANESH ROUT,15-Feb-2023 10:01 PM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit Regarding correctness of information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2081496,MESSRS MARUTI CONSTRUCTION,16-Feb-2023 02:44 PM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2077752,PUNI LAKRA,13-Feb-2023 06:36 PM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2081473,RAJENDRA NAIK,16-Feb-2023 02:29 PM,Accepted-AOC,Awarded Agency,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2077851,R K CONSTRUCTION,13-Feb-2023 07:46 PM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2081668,SANTOSH SAHU,16-Feb-2023 04:41 PM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2076811,SRI ASHOK KUMAR JAISWAL,12-Feb-2023 06:59 PM,Rejected-AOC,Rejected by committee due to lottery,02-Jun-2023 09:56 AM,,,,,,,,,,,,,,AOC
