S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,EMDPANGSTINCDMSRegistrationcodeworkexperiencesimilarnatureworkworkinhandmachineriesasperDTCN,"Superintending Engineer R.W. Division, Sundargarh","O/o of the Superintending Engineer R.W. Division, Sundargarh At/po-Sankara. Dist-Sundargarh. 770020",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,Online-SESNG-23 of 2022-23,2023_CERWI_86743_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"73,873",Yes,percentage,1.0%,Nil,Nil,06-Mar-2023 09:00 AM,16-Mar-2023 10:00 AM,06-Mar-2023 09:00 AM,15-Mar-2023 05:30 PM,06-Mar-2023 09:00 AM ,14-Mar-2023 11:00 AM ,06-Mar-2023 09:00 AM,15-Mar-2023 05:30 PM,10-May-2023 01:25 PM,Construction of road from Tilia Bhalumunda to Chhatisgarh border under CMRL in the districts of Sundargarh for the year 2022.23.,Construction of road from Tilia Bhalumunda to Chhatisgarh border under CMRL in the districts of Sundargarh for the year 2022.23.,Please refer Tender documents. ,NA ,"73,87,348",Civil Works - Roads,NA ,Tender,90.0,180.0,Sundargarh,770020.0,NA ,NA ,NA ,"O/o the S.E R.W. Division, Sundargarh",No ,No,AOC,Finance,02 No. Valid Tenderers,Ashirbad Panda,10-May-2023 01:52 PM,finance_430546.pdf,BOQ Comparative Chart,Technical,02 nos of valid tenderers,Ashirbad Panda,16-Mar-2023 04:26 PM,,1,2098763,M/S BABA CONSTRUCTION,15-Mar-2023 03:10 PM,Rejected-AOC,UNSUCCESSFUL,05-Jun-2023 01:40 PM,Er. Ashirbad Panda,Internal,,Ashirbad Panda,05-Jun-2023 01:36 PM,finsummary_430546.pdf (21.84 KB),05-Jun-2023,"INR 6,649,352",180.0,Ashirbad Panda,05-Jun-2023 01:40 PM,2785.pdf (375.00 KB),9.99 percentage less,Er. Ashirbad Panda,Internal,,Ashirbad Panda,10-May-2023 01:17 PM,10-May-2023 01:25 PM,techsummary_430546.pdf (146.16 KB),1.0,2098888.0,RAJEN TIRKEY,INR,"6,649,352",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,2023_CERWI_86743_1,Online-SESNG-23 of 2022-23,Construction of road from Tilia Bhalumunda to Chhatisgarh border under CMRL in the districts of Sundargarh for the year 2022.23.,AOC
2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2098888,RAJEN TIRKEY,15-Mar-2023 12:20 PM,Accepted-AOC,SUCCESSFUL,05-Jun-2023 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
