Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
ER. Sarat Kumar Rout,Internal,,Sarat Kumar Rout,18-Apr-2023 11:42 AM,finsummary_425754.pdf (209.20 KB),22-May-2023,"INR 6,311,522",180.0,Sarat Kumar Rout,27-Jun-2023 07:23 PM,CSahoo.pdf (188.00 KB),Finance,12 bidders bid quoted percent 14.99,Sarat Kumar Rout,15-Apr-2023 01:08 PM,finance_425754.pdf,BOQ Comparative Chart,1,2060962,ABHIRAM SAHU,25-Jan-2023 12:51 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,Technical,12 nos bidder bid,Sushanti Dhal,27-Feb-2023 07:55 PM,technical_425754.pdf,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,2023_CERWI_85414_6,05/SERW/AND/2022-23,Construction of road from PWD Road at Dengachua to Kalimba-Dhenka from 0.00km to 0.920km under DMF in the district of Keonjhar for 2022-23,1.0,2061047.0,CHINTAMANI SAHOO,INR,"6,311,522",ER. Sarat Kumar Rout,Internal,,Sushanti Dhal,27-Feb-2023 08:13 PM,28-Feb-2023 09:00 AM,techsummary_425754.pdf (209.18 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, Contractor RC, PAN, GSTIN, Affidavits, EMD, Labour License",Construction of road from PWD Road at Dengachua to Kalimba-Dhenka from 0.00km to 0.920km under DMF in the district of Keonjhar for 2022-23,Construction of road from PWD Road at Dengachua to Kalimba-Dhenka from 0.00km to 0.920km under DMF in the district of Keonjhar for 2022-23,Please refer Tender Documents ,NA ,"74,24,000",Civil Works - Roads,NA ,Tender,90.0,180.0,"Salapada, Anandapur",758020.0,NA ,NA ,NA ,"R.W. Division, Anandapur",No ,No,Superintending Engineer,"O/o the Superintending Engineer, R.W. Division, Anandapur- Salapada-758020",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,05/SERW/AND/2022-23,2023_CERWI_85414_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,19-Jan-2023 05:00 PM,27-Jan-2023 11:30 AM,19-Jan-2023 05:00 PM,25-Jan-2023 05:00 PM,19-Jan-2023 05:00 PM ,24-Jan-2023 05:00 PM ,19-Jan-2023 05:00 PM,25-Jan-2023 05:00 PM,28-Feb-2023 09:00 AM,"74,240",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,2,2060490,Ajaya Kumar Ghadei,24-Jan-2023 08:16 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Machineries owned / on hire, Similar nature of works and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,3,2061047,CHINTAMANI SAHOO,25-Jan-2023 01:17 PM,Accepted-AOC,won 1st position in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,2060947,GAGAN BIHARI BEHERA,25-Jan-2023 02:12 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,2060936,LALATENDU NAYAK,25-Jan-2023 12:31 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,2060523,MAHENDRA PRADHAN,24-Jan-2023 07:18 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,2060760,MIHIR KUMAR ROUT,25-Jan-2023 10:21 AM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,2061197,Nishikanta Swain,25-Jan-2023 03:19 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,2061213,PRASANNA KUMAR SETHY,25-Jan-2023 03:25 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,2059047,SISIR KUMAR MOHAPATRA,23-Jan-2023 04:17 PM,Rejected-AOC,Not win in lottery procedure,27-Jun-2023 07:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
