Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Kalahandi,2023_OSCSC_87402_1,958/31.03.2023,For Selection and appointment of Level-II Transport Contractor for Kesinga Block/NAC,1.0,2115191.0,M/S AGRAWAL DISTRIBUTORS,INR,26.05,Collector and DM Kalahandi,Internal,"Sub-Collector, Bhawanipatna, CCSO-cum-District Manager,OSCSC LTD, Kalahandi, RTO, Kalahandi,DSWO, Kalahandi, DLO, Kalahandi",Pabitra Kumar Sahoo,27-Apr-2023 07:33 PM,29-Apr-2023 11:00 AM,techsummary_432873.pdf (3398.38 KB),01-Jun-2023,"INR 4,766,787",730.0,Ramesh Kumar Acharya,01-Jun-2023 07:26 PM,1584000.pdf (1404.00 KB),CollectorandDM,Internal,"DLO,KLD. RTO,KLD. DSWO,KLD. CCSO-CUM-DM,OSCSC LTD., KLD. SUB-COLLECTOR,BHAWANIPATNA",Pabitra Kumar Sahoo,20-May-2023 12:28 PM,finsummary_432873.pdf (177.34 KB),Finance,Proceedings of the District Level Tender committee (DLTC) for opening of Financial Bids of the Tenderers qualified in the Technical Bids for appointment of Level-II Transport Contractors for the biennial 2023-25.,Pabitra Kumar Sahoo,20-May-2023 11:41 AM,finance_432873.pdf,BOQ Comparative Chart,1,2115348,AMBIKA PRASAD PANDA,18-Apr-2023 03:04 PM,Rejected-Finance,Rejected due to high cost,20-May-2023 12:28 PM,Technical,Admitted for Technical Evaluation.,Pabitra Kumar Sahoo,20-Apr-2023 11:14 AM,,AOC,1.0,Fee/PreQual/Technical,.pdf,For Selection and appointment of Level-II Transport Contractor for Kesinga Block/NAC,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Kalahandi,958/31.03.2023,2023_OSCSC_87402_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"Chief CSO-cum-District Manager, OSCSC Ltd., Kld","Office of the Chief CSO-cum-District Manager, OSCSC Ltd., Kalahandi,","2,38,339",No,fixed,,Nil,Nil,For Selection and appointment of Level-II Transport Contractor for Kesinga Block/NAC,For Selection and appointment of Level-II Transport Contractor to transport foodgrains from RRC to different FPS point of Kesinga Block/NAC,Please refer Tender Documents ,NA ,"47,66,787",Handling and Transportation,NA ,Tender,45.0,730.0,Kalahandi District,766001.0,"Chief CSO-cum-District Manager, OSCSC Ltd., Kld ","Office of the Chief CSO-cum-District Manager, OSCSC Ltd., Kalahandi, ",06-Apr-2023 11:00 AM ,"Office of the Chief CSO-cum-District Manager, Kld",No ,No,04-Apr-2023 10:00 AM,19-Apr-2023 11:00 AM,04-Apr-2023 10:00 AM,18-Apr-2023 05:00 PM,04-Apr-2023 10:00 AM ,06-Apr-2023 05:00 PM ,04-Apr-2023 10:00 AM,18-Apr-2023 05:00 PM,29-Apr-2023 11:00 AM,1.0,ICICI BANK,"5,900",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2115191,M/S AGRAWAL DISTRIBUTORS,17-Apr-2023 06:18 PM,Accepted-AOC,Selected,01-Jun-2023 07:27 PM,,,,,,AOC,2.0,Finance,.xls,Financial Bid (BOQ) for selection and appointment of Level-II Transport Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2115087,M/S SANAT PRADHAN,18-Apr-2023 03:06 PM,Rejected-Finance,Rejected due to high cost,20-May-2023 12:28 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2115098,SANJEEV PRADHAN,18-Apr-2023 03:34 PM,Rejected-Finance,Rejected due to high cost,20-May-2023 12:28 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2114019,TANKADHAR NAIK,18-Apr-2023 01:53 PM,Rejected-Finance,Rejected due to high cost,20-May-2023 12:28 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
