Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Laying of floor tile of ground floor at Poura bhawan, ward No.15","Laying of floor tile of ground floor at Poura bhawan, ward No.15",Document as per Tender Notice ,NA ,"4,98,400",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,Municipal Bodies||Barbil Municipality,BBLM-1/2023-24,2023_ORULB_87484_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Apr-2023 10:00 AM,03-May-2023 11:00 AM,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,NA ,NA ,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,16-May-2023 09:00 AM,1,Fee/PreQual/Technical,.pdf,Document as per Detail Tender Call Notice,Executive officer Barbil Municipality,Executive officer Barbil Municipality,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,"4,984",Yes,percentage,1.0%,Nil,Nil,AOC,Laxman Mahanta,Internal,"JE,ME,EO",Abhishek Panda,30-Jun-2023 12:57 PM,finsummary_433785.pdf (1039.84 KB),Technical,Opened,Abhishek Panda,03-May-2023 06:08 PM,technical_433785.pdf,Municipal Bodies||Barbil Municipality,2023_ORULB_87484_11,BBLM-1/2023-24,"Laying of floor tile of ground floor at Poura bhawan, ward No.15",1.0,2128134.0,NS TRANSPORT PROP NARESH KUMAR SINGH,INR,"485,483.16",30-Jun-2023,"INR 485,483.16",45.0,Abhishek Panda,30-Jun-2023 01:01 PM,11.pdf (500.00 KB),Contact value excluding GST,1,2127056,Ananta Charan Rout,01-May-2023 07:36 AM,Rejected-Finance,Second,30-Jun-2023 12:57 PM,Finance,Open,Abhishek Panda,20-May-2023 06:18 PM,finance_433785.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,"JE,ME,EO,Accountant",Abhishek Panda,15-May-2023 12:52 PM,16-May-2023 09:00 AM,techsummary_433785.pdf (11332.12 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2128134,NS TRANSPORT PROP NARESH KUMAR SINGH,02-May-2023 01:06 PM,Accepted-AOC,Lowest,30-Jun-2023 01:02 PM,,,,,,,,,,,,,,AOC
