S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage
1.0,2128610.0,SKG COMBINES PRIVATE LIMITED,INR,"8,232,961","CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",2023_CEEBO_88101_4,LSRRC AND B-01/2023-24,"CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-B (PACKAGE-04) IN RR COLONY OF LSIP AT JHANKARPALI, BALANGIR.","SRI JITENDU PANIGRAHI,SE",Internal,"SRI CHETAK KUMAR NAYAK,AEE,SMT LAKHANI LAKARA,AE,SRI AMRIT KUMAR BEHERA,DAO",Jitendu Panigrahi,08-May-2023 11:05 AM,08-May-2023 11:30 AM,techsummary_434906.pdf (872.85 KB),"Er. Jitendu Panigrahi, SE",Internal,"Er. Chetak Kumar Nayak,AEE,Er. Lakhani Lakra,AE, Sri Amrit Behera,DAO",Jitendu Panigrahi,12-May-2023 11:23 AM,finsummary_434906.pdf (437.52 KB),29-May-2023,"INR 8,232,961",30.0,Jitendu Panigrahi,12-Jun-2023 06:20 PM,Jhankarpali4.pdf (450.00 KB),work order,Finance,FINANCIAL BID FOR THE ABOVE TENDER WAS OPENED AND TOTAL9 NOS. OF BIDDERS HAVE PARTICIPATED AGINST THE TENDER. THE FINACIAL BOQ WAS DOWNLOADED AND PUT UP FOR FINANCILA EVALUATION.,CHETAK KUMAR NAYAK,08-May-2023 12:47 PM,,BOQ Comparative Chart,1,2129702,ANANDA MOHAN HOTA,04-May-2023 10:28 AM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,Technical,Tender for the above work was opened. total 9 nos. of bidders have participated. Their documents were downloaded for technical evaluation.,CHETAK KUMAR NAYAK,06-May-2023 11:51 AM,,AOC,1.0,Fee/PreQual/Technical,.pdf,"GSTIN,PAN,AFFIDAVIT,CONTRACTORS RC,NO RELATION CERTIFICATE,TENDER COST,EMD","96,847",Yes,fixed,,Nil,Nil,"CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-B (PACKAGE-04) IN RR COLONY OF LSIP AT JHANKARPALI, BALANGIR.","CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-B (PACKAGE-04) IN RR COLONY OF LSIP AT JHANKARPALI, BALANGIR.",Please refer Tender documents. ,NA ,"96,84,697",Civil Works - Buildings,NA ,Rate Contract,90.0,30.0,JHANKARPALI,767001.0,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR ","OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR ",27-Apr-2023 10:00 AM ,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR",No ,No,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",LSRRC AND B-01/2023-24,2023_CEEBO_88101_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,20-Apr-2023 09:00 AM,06-May-2023 10:00 AM,20-Apr-2023 10:00 AM,04-May-2023 05:30 PM,20-Apr-2023 10:00 AM ,27-Apr-2023 05:30 PM ,20-Apr-2023 10:00 AM,04-May-2023 05:30 PM,08-May-2023 11:30 AM,SUPERINTENDING ENGINEER,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2129712,anil kumar mohanty,04-May-2023 10:58 AM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,,,,,,AOC,,,.pdf,ANY OTHER DOCS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2129670,GOPAL PRASAD SAHU,04-May-2023 02:24 PM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2129730,KANHU KUMAR AGRAWAL,04-May-2023 10:45 AM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2129392,PANCHANAN NANDA,04-May-2023 11:56 AM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2129766,PREMAMANJARI BHARASAGAR,04-May-2023 03:24 PM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2130046,RAMACHANDRA BHOI,04-May-2023 02:48 PM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2128610,SKG COMBINES PRIVATE LIMITED,04-May-2023 03:49 PM,Accepted-AOC,won in the lottery system.,12-Jun-2023 06:20 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2129461,YASH AGRAWAL,04-May-2023 12:38 PM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:23 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
