Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,HO,DC,COMMISSIONER,SMC",PADMINI MEHER,26-Jun-2023 12:14 PM,techsummary_434516.pdf (366.39 KB),26-Jun-2023,"INR 361,301.76",30.0,PADMINI MEHER,26-Jun-2023 12:19 PM,1-10-23.pdf (366.00 KB),successful,1,2124998,MADAN MOHAN PANDA,27-Apr-2023 08:19 PM,Accepted-AOC,successful,26-Jun-2023 12:19 PM,Finance,TENDER OPENED,Pradeep Kumar Sahoo,02-May-2023 10:44 AM,finance_434516.pdf,BOQ Comparative Chart,1.0,2124998.0,MADAN MOHAN PANDA,INR,"361,301.76",Municipal Bodies||Sambalpur Municipal Corporation,2023_ORULB_87985_10,1/SMC_SBP/2023-24,Construction Pre Cast CC Road ( Paver Block -80mm thick) and RCC Drain with cover slab from Usat Kumbhar house to Ramachandra Das house in Gali on back side of Army Recruitment Office Ward No- 19,Ananya Das Committee Chairperson / Co-ordinator,Internal,"DEE,EE,HO,DC,COMMISSIONER,SMC",PADMINI MEHER,26-Jun-2023 12:17 PM,finsummary_434516.pdf (366.39 KB),AOC,Municipal Bodies||Sambalpur Municipal Corporation,1/SMC_SBP/2023-24,2023_ORULB_87985_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Commissioner,"New office buiding, SMC, Durgapali, Sambalpur,768006","3,613",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Construction Pre Cast CC Road ( Paver Block -80mm thick) and RCC Drain with cover slab from Usat Kumbhar house to Ramachandra Das house in Gali on back side of Army Recruitment Office Ward No- 19,Construction Pre Cast CC Road ( Paver Block -80mm thick) and RCC Drain with cover slab from Usat Kumbhar house to Ramachandra Das house in Gali on back side of Army Recruitment Office Ward No- 19,Please refer Tender documents. ,NA ,"3,61,302",Civil Works - Others,NA ,Tender,120.0,30.0,sambalpur municipal corporation,768006.0,NA ,NA ,NA ,sambalpur municipal corporation,No ,No,"2,000",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,"pan,gst, affidavit, no relation certificate, etc as per DTCN",18-Apr-2023 11:00 AM,01-May-2023 11:00 AM,18-Apr-2023 11:00 AM,29-Apr-2023 05:00 PM,NA ,NA ,18-Apr-2023 11:00 AM,29-Apr-2023 05:00 PM,AOC
,,,,,,,,,,,,,2,2124018,SRI AJIT KUMAR HOTA,27-Apr-2023 08:33 PM,Rejected-Technical,successful,26-Jun-2023 12:14 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,AOC
