Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Rourkela Municipal Corporation,2023_RMC_88503_14,MC/RMC/05/2023,"Construction of New toilet and periferial development at Gandhi Mahavidlaya, Deogaon, R.M.C, Rourkela",Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 03:55 PM,finsummary_436096.pdf (2603.30 KB),26-Jun-2023,"INR 1,958,254.48",60.0,Manas Biswal,26-Jun-2023 04:20 PM,MCM5.pdf (2603.00 KB),AOC,1.0,2134187.0,SUBHENDU AKASH MAJHI,INR,"1,958,254.48",Finance,Opened,Manas Biswal,26-Jun-2023 11:40 AM,finance_436096.pdf,BOQ Comparative Chart,Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 12:30 PM,techsummary_436096.pdf (2603.30 KB),1,2133450,AMARENDRA KUMAR KAR,08-May-2023 12:37 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:30 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, Paper Cost and other documents as per DTCN","21,760",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,28-Apr-2023 06:00 PM,09-May-2023 10:00 AM,28-Apr-2023 06:00 PM,08-May-2023 05:00 PM,NA ,NA ,28-Apr-2023 06:00 PM,08-May-2023 05:00 PM,"Construction of New toilet and periferial development at Gandhi Mahavidlaya, Deogaon, R.M.C, Rourkela",Works,Please refer Tender documents. ,NA ,"21,76,000",Civil Works - Others,NA ,Tender,90.0,60.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Rourkela Municipal Corporation,MC/RMC/05/2023,2023_RMC_88503_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2131620,LALIT CONSTRUCTION,06-May-2023 12:50 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:30 PM,AOC,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2133019,MANORANJAN JENA,07-May-2023 11:32 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2130810,M/S SEN CREATIVE CONSTRUCTION,05-May-2023 02:25 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2133741,SRI MRINAL KUMAR DUTTA,08-May-2023 02:16 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2134187,SUBHENDU AKASH MAJHI,08-May-2023 04:57 PM,Accepted-AOC,By The Tender Committee,26-Jun-2023 04:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
