S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, GST,PAN, Registration certificate, Experience certificate etc",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 09 OF 2022 - 23,2022_RWSS_80246_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,02-Aug-2022 03:00 PM,23-Aug-2022 11:00 AM,02-Aug-2022 03:00 PM,22-Aug-2022 05:00 PM,NA ,NA ,02-Aug-2022 03:00 PM,22-Aug-2022 05:00 PM,02-Nov-2022 04:30 PM,"Execution of RPWS to village Siletpada, Daldali, Putisbahal, Kuhabaunsa, Bharatbahal under Patnagarh Block with 5 year Operation and maintenance.","Execution of RPWS to village Siletpada, Daldali, Putisbahal, Kuhabaunsa, Bharatbahal under Patnagarh Block with 5 year Operation and maintenance.",PLEASE REFER DTCN ,NA ,"4,88,89,782",Civil Works - Water Works,WATER SUPPLY ,Tender,180.0,540.0,DIFFERENT VILLAGE OF PATNAGARH BLOCK,767025.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,0.0,No,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,Yes,AOC,25-Jun-2023,"INR 48,889,782",540.0,Saroj Kumar Satapathy,25-Jun-2023 01:33 PM,SILETPADA.pdf (464.00 KB),L1 BIDDER HAS RESPOND,SURESH_CHANDRA_ROUT,Internal,PRATIK_KUMAR_ROUT_RESMA_KUJUR_ISWARCHANDRA_DHAMUNDIA_ARJUN_MATHO,Saroj Kumar Satapathy,25-Jun-2023 01:29 PM,finsummary_407006.pdf (463.52 KB),Finance,Financial bid has been opened,Saroj Kumar Satapathy,02-Nov-2022 06:06 PM,finance_407006.pdf,BOQ Comparative Chart,Technical,Bid has Opened,Saroj Kumar Satapathy,23-Aug-2022 04:24 PM,technical_407006.pdf,1.0,1920237.0,PRABIN KUMAR KUANR,22-Aug-2022 03:44 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,25-Jun-2023 01:33 PM,1.0,1920237.0,PRABIN KUMAR KUANR,INR,"51,329,382",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2022_RWSS_80246_19,BID NO 09 OF 2022 - 23,"Execution of RPWS to village Siletpada, Daldali, Putisbahal, Kuhabaunsa, Bharatbahal under Patnagarh Block with 5 year Operation and maintenance.",Er_Jaynarayan_Seet,Internal,Er_SarojKumarSatapathy_Mr_ArjunMahto_Er_ResmaKujur_Er_IswarChandraDhamudia,Saroj Kumar Satapathy,02-Nov-2022 04:13 PM,02-Nov-2022 04:30 PM,techsummary_407006.pdf (23.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,.pdf,Other document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1920251.0,SANANDA THAKUR,22-Aug-2022 03:53 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,25-Jun-2023 01:33 PM,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
