S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2139470.0,Abhimanyu Patra,INR,"638,136",Finance,Tender opened successfully,Kunal Motiram Chavan,23-May-2023 08:32 AM,,BOQ Comparative Chart,EO ME CP,Internal,,Pranabananda Sahu,26-Jun-2023 02:29 PM,finsummary_436939.pdf (245.98 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_88734_38,BM_02_2023_24,Construction of Class room and Store room inside of Kasba UP School Premises in W.N-11 under Balasore Municipality,EO ME CP,Internal,,Pranabananda Sahu,23-Jun-2023 04:25 PM,techsummary_436939.pdf (245.98 KB),1,2139470,Abhimanyu Patra,16-May-2023 10:31 AM,Accepted-AOC,WO,26-Jun-2023 02:33 PM,26-Jun-2023,"INR 753,000",60.0,Pranabananda Sahu,26-Jun-2023 02:32 PM,WO0238.pdf (207.00 KB),AOC,08-May-2023 05:00 PM,22-May-2023 11:00 AM,08-May-2023 05:00 PM,20-May-2023 05:00 PM,NA ,NA ,08-May-2023 05:00 PM,20-May-2023 05:00 PM,"6,381",Yes,percentage,1.0%,Nil,Nil,Construction of Class room and Store room inside of Kasba UP School Premises in W.N-11 under Balasore Municipality,Construction of Class room and Store room inside of Kasba UP School Premises in W.N-11 under Balasore Municipality,Please refer Tender documents. ,NA ,"6,38,136",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"Executive Officer, Balasore Municipality",Balasore Municipality,Municipal Bodies||Balasore Municipality,BM_02_2023_24,2023_ORULB_88734_38,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2141636,Dillip Kumar Maity,17-May-2023 06:56 PM,Rejected-Finance,L2,26-Jun-2023 02:29 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,AOC
