Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Superintending Engineer,"Superintending Engineer, Drainage Division, BMC",23-Mar-2023 10:30 AM,11-Apr-2023 11:00 AM,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,NA ,NA ,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan Copy of all document,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-11/2022-23 dtd.20.03.2023,2023_ORULB_87126_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,265",Yes,percentage,1.0%,Nil,Nil,Providing RCC cover slab to open drains at different vulnerable location in ward no-12,Providing RCC cover slab to open drains at different vulnerable location in ward no-12,As per DTCN ,NA ,"10,26,506",Civil Works - Others,NA ,Tender,120.0,90.0,BMC Limited Area,751007.0,NA ,NA ,NA ,"Drainage Division, BMC",No ,No,AOC,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Ramachandra Dasmohapatra,31-May-2023 03:04 PM,techsummary_431708.pdf (105.24 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_87126_7,BMC-EE-DD-11/2022-23 dtd.20.03.2023,Providing RCC cover slab to open drains at different vulnerable location in ward no-12,1.0,2109354.0,JAYAPRAKASH MOHANTY,INR,"1,029,707",1,2109354,JAYAPRAKASH MOHANTY,05-Apr-2023 05:32 PM,Accepted-AOC,1st lowest,01-Jun-2023 10:47 AM,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Ramachandra Dasmohapatra,01-Jun-2023 10:42 AM,finsummary_431708.pdf (105.24 KB),Finance,2 bids opened successfully,Goutam Chandra Das,11-Apr-2023 12:25 PM,finance_431708.pdf,BOQ Comparative Chart,01-Jun-2023,"INR 1,029,707",90.0,Ramachandra Dasmohapatra,01-Jun-2023 10:46 AM,WO-87.23.pdf (309.00 KB),AOC
,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2111516,SUDARSHAN CONSTRUCTION,10-Apr-2023 02:01 PM,Rejected-AOC,Other than 1st lowest,01-Jun-2023 10:47 AM,,,,,,,,,,,,,,,,,,,AOC
