Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Odisha Hydro Power Corporation Ltd||Hirakud H.E. Project Burla,2023_OHPCL_87327_1,HHEP-18/2023,"AMC of non-residential buildings of HHEP, Burla",1.0,2113425.0,Parameswar Das,INR,"724,617",DEBASHISHA MISHRA,Internal,S patel A Bilung G.R Panda,SANGHAMITRA SAHOO,03-Jun-2023 01:40 PM,techsummary_432615.pdf (254.81 KB),Finance,All the bidders have uploaded all required documents as per DTCN,Satyabrata Mohanty,03-Jun-2023 01:34 PM,finance_432615.pdf,BOQ Comparative Chart,DEBASHISHA MISHRA,Internal,A BILUNG SN PATEL GR PANDA,SANGHAMITRA SAHOO,03-Jun-2023 01:46 PM,finsummary_432615.pdf (254.81 KB),03-Jun-2023,"INR 724,617",365.0,SANGHAMITRA SAHOO,03-Jun-2023 01:56 PM,Aoc182023.pdf (1014.00 KB),"AOC FOR AMC of non-residential buildings of HHEP, Burla",1,2113279,BIDYUT KUMAR NAYAK,12-Apr-2023 08:07 PM,Rejected-AOC,LOTTERY LOSER,03-Jun-2023 01:57 PM,AOC,"8,524",Yes,fixed,,Nil,Nil,Odisha Hydro Power Corporation Ltd||Hirakud H.E. Project Burla,HHEP-18/2023,2023_OHPCL_87327_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"AMC of non-residential buildings of HHEP, Burla","AMC of non-residential buildings of HHEP, Burla",Please refer Tender documents. ,NA ,"8,52,391",Civil Works - Buildings,NA ,Tender,120.0,365.0,BURLA,768017.0,NA ,NA ,NA ,"O/O Sr GM,HHEP,BURLA",No ,No,31-Mar-2023 11:00 AM,13-Apr-2023 12:00 PM,31-Mar-2023 11:00 AM,13-Apr-2023 11:30 AM,31-Mar-2023 11:00 AM ,10-Apr-2023 12:00 PM ,31-Mar-2023 11:00 AM,13-Apr-2023 11:30 AM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost,EMD,Contractor License,EPF,ESI,Affidavit,GST","UNIT HEAD,HHEP,BURLA","O/O Sr GM,HHEP,BURLA","4,720",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2113419,M/s Nutan Mohapatra,13-Apr-2023 09:34 AM,Rejected-AOC,LOTTERY LOSER,03-Jun-2023 01:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Price Bid(BOQ),,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2113425,Parameswar Das,13-Apr-2023 09:42 AM,Accepted-AOC,LOTTERY WINNER,03-Jun-2023 01:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
