EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"18,500",Yes,fixed,,Nil,Nil,20-Mar-2023 03:00 PM,31-Mar-2023 11:00 AM,20-Mar-2023 03:00 PM,29-Mar-2023 05:00 PM,20-Mar-2023 03:00 PM ,25-Mar-2023 05:00 PM ,20-Mar-2023 03:00 PM,29-Mar-2023 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,e-Procurement Notice No.KID-06 of 2022-23,2023_ECCHA_87110_43,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",KID-209 of 2022-23 Improvement and construction of Structures of Batipada Minor and Mulugain Sub-Minor of Pattamundai Canal.,Canal embankment,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,90.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, Contractor Registration Certificate","6,000",Nil,Nil,No,1.0,ICICI BANK,AOC,1,2106075,ABHAYA KUMAR DAS,28-Mar-2023 05:10 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,10-Jun-2023,"INR 1,838,185",90.0,Umesh Chandra Sethi,11-Jun-2023 11:25 PM,209.pdf (595.00 KB),Contract Awarded,Superintending Engineer Kendrapara Irrigation Division,Internal,Estimator and DAO Kendrapara Irrigation Division,Umesh Chandra Sethi,24-Apr-2023 04:30 PM,techsummary_431655.pdf (210.20 KB),Superintending Engineer Kendrapara Irrigation Division,Internal,Estimator and DAO Kendrapara Irrigation Division,Umesh Chandra Sethi,24-Apr-2023 06:46 PM,finsummary_431655.pdf (167.14 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2023_ECCHA_87110_43,e-Procurement Notice No.KID-06 of 2022-23,KID-209 of 2022-23 Improvement and construction of Structures of Batipada Minor and Mulugain Sub-Minor of Pattamundai Canal.,1.0,2105032.0,HEMANT KUMAR BISWAL,INR,"1,838,185",Finance,Tender documents of all the bidders have been downloaded successfully.,Umesh Chandra Sethi,31-Mar-2023 11:00 PM,finance_431655.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,2.0,ICICI NEFT/RTGS,AOC,2,2106239,AKASH MALIK,29-Mar-2023 01:46 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,AOC,3,2106622,ANGAD KUMAR ROUT,29-Mar-2023 09:48 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2102816,Anirudha Panda,24-Mar-2023 11:04 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2104550,Chitta Ranjan Swain,27-Mar-2023 10:42 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2105032,HEMANT KUMAR BISWAL,27-Mar-2023 06:13 PM,Accepted-AOC,Won the lottery,11-Jun-2023 11:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2105766,MANOJ KUMAR PATI,29-Mar-2023 02:54 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2107166,NAMITA JYOSHNA NAYAK,29-Mar-2023 04:33 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2107175,PRADIP KUMAR BEHERA(S.C),29-Mar-2023 04:50 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2105624,PRAVAT KUMAR NAYAK,28-Mar-2023 05:56 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2104195,"Sankarsan Sahoo, Prop-R S Plumbing Solution",29-Mar-2023 03:03 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2104857,SUBHASMITA BEHERA,29-Mar-2023 05:24 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
