S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,10-Feb-2023 10:00 AM,24-Feb-2023 11:00 AM,10-Feb-2023 10:00 AM,23-Feb-2023 05:00 PM,10-Feb-2023 10:00 AM ,17-Feb-2023 05:00 PM ,10-Feb-2023 10:00 AM,23-Feb-2023 05:00 PM,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",T.C.N. JSD-18 OF 2022-23,2023_CELBB_86059_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10. Raising and strengthening of Saline embankment near village Naupal,Raising and strengthening of Saline embankment near village Naupal,Please refer Tender documents. ,NA ,"35,81,778",Civil Works - Others,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/o the S.E, Jagatsinghpur Irrigation Division",No ,No,"Superintending Engineer, Jagatsinghpur Irrigation","O/o the Superintending Engineer, Jagatsinghpur Irrigation Division","35,820",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, R.C, PAN, Affidavit, undertaking, NRC, EMD with dept. officials etc.","6,000",0.0,Nil,Nil,No,AOC,DAO of JSD and Estimator of JID,Internal,"S.E, Jagatsinghpur Irrigation Division",Pratap Kumar Satapathy,26-Mar-2023 04:35 PM,finsummary_428215.pdf (54.49 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",2023_CELBB_86059_10,T.C.N. JSD-18 OF 2022-23,10. Raising and strengthening of Saline embankment near village Naupal,1.0,2085460.0,PRIYABRATA KANUNGO,INR,"3,044,870",Finance,41 Nos. of bidder are participate in this tender,Pratap Kumar Satapathy,25-Feb-2023 09:00 PM,,BOQ Comparative Chart,14-Apr-2023,"INR 3,044,870",180.0,Pratap Kumar Satapathy,17-Jun-2023 06:40 PM,10.pdf (64.00 KB),"Awarded to Priyabrata Kanungo, L1 Bidder vide Agreement No.39P1 of 2023-24",1,2085448,ABHIMANYU ROUT,21-Feb-2023 02:44 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,DAO of JSD and Estimator of JID,Internal,"S.E, Jagatsinghpur Irrigation Division",Pratap Kumar Satapathy,25-Mar-2023 04:47 PM,techsummary_428215.pdf (54.49 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2088322,AMARESWAR DAS,23-Feb-2023 02:27 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2086910,AMULYA KUMAR SWAIN,22-Feb-2023 03:51 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2087668,ANIL KUMAR DASH,22-Feb-2023 10:22 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2086436,ANTARJYAMI DALAI,21-Feb-2023 08:20 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2088462,ARYA KUMAR SUDHIRANJAN,23-Feb-2023 04:00 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2087786,ASHIS ROUT,23-Feb-2023 09:40 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2082504,BIKASH RANJAN DAS,20-Feb-2023 12:16 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2087609,BISWA BIHARI MOHAPATRA,22-Feb-2023 08:58 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2082328,BISWANATH KHATUA,17-Feb-2023 01:41 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2088378,CHANDRAKANTA MOHANTY,23-Feb-2023 02:56 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
