S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2088244,CHANDRAKANT RAY,23-Feb-2023 01:47 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2086540,DEBAKANTA MALLICK,21-Feb-2023 09:06 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2087974,DEBASHISH DAS,23-Feb-2023 12:16 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2087709,DILIP RANJAN SAHOO,23-Feb-2023 01:29 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2081607,III ENTERPRISERS,22-Feb-2023 12:16 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2087854,LITALI PARIDA,23-Feb-2023 10:48 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2087846,LITU BISWAL,23-Feb-2023 04:04 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2086786,LOKANATH MAJHI,22-Feb-2023 09:27 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2087297,MADHUSMITA DAS,22-Feb-2023 04:12 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2085413,MAMINA SAHOO,21-Feb-2023 07:51 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2087378,MANOJ KUMAR BEHERA,23-Feb-2023 02:48 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2086864,MRUTYUNJAYA DAS,22-Feb-2023 11:56 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2086937,M/S ABHISEK MOHANTY,22-Feb-2023 08:50 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2084798,M/S SARADA PRASAD NAYAK,20-Feb-2023 03:14 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2087255,NAGENDRA JENA,23-Feb-2023 03:58 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2082798,PANCHU SAMAL,20-Feb-2023 09:54 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2082038,PRADEEP KUMAR DAS,21-Feb-2023 02:12 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2082627,PRADIPTA KUMAR BEHERA,17-Feb-2023 05:37 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2081772,PRADIPTA KUMAR SWAIN,17-Feb-2023 03:12 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2083305,PRASANNAJIT KHATUA,19-Feb-2023 09:58 AM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2085460,PRIYABRATA KANUNGO,21-Feb-2023 03:11 AM,Accepted-AOC,L1 bidder,17-Jun-2023 06:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2087566,RAGHUNATH BEHERA,22-Feb-2023 08:18 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2088093,RAMA CHANDRA NAYAK,23-Feb-2023 01:03 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2088541,RANJIT SAMAL,23-Feb-2023 04:47 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2078517,SANJEEB KUMAR BISWAL,14-Feb-2023 01:46 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2085124,SATYARANJAN SWAIN,20-Feb-2023 05:25 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2087424,SUNAKAR MOHANTY,22-Feb-2023 05:41 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2083287,SURYAKANTA BALA,20-Feb-2023 10:09 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2087502,SUSILA KUMAR DASH,22-Feb-2023 06:39 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2088134,SUSIL KUMAR PARIJA,23-Feb-2023 01:06 PM,Rejected-Finance,being unsuccessful tender on lottery system,26-Mar-2023 04:35 PM,,,,,,,AOC
