Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",1.0,Fee/PreQual/Technical,.pdf,"GSTIN, PAN, Contractor Registration Certificate",20-Mar-2023 10:00 AM,31-Mar-2023 11:00 AM,20-Mar-2023 10:00 AM,29-Mar-2023 05:00 PM,20-Mar-2023 10:00 AM ,25-Mar-2023 05:00 PM ,20-Mar-2023 10:00 AM,29-Mar-2023 05:00 PM,07-Apr-2023 09:00 AM,1.0,ICICI BANK,"60,000",Yes,fixed,,Nil,Nil,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,e-Procurement Notice No.KID-06 of 2022-23,2023_ECCHA_87109_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",Nil,Nil,No,"KID-166 of 2022-23 Improvement to road, excavation of drainage channel and construction of retaining wall on Dasamouzi gherry right wing near village Ashram Balikuda",Embankment protection,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,150.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,AOC,Finance,Financial bid documents of the eligible bidders have been downloaded successfully.,Umesh Chandra Sethi,07-Apr-2023 12:23 PM,finance_431582.pdf,BOQ Comparative Chart,Technical,Tender documents of all the bidders have been downloaded successfully.,Umesh Chandra Sethi,31-Mar-2023 03:26 PM,technical_431582.pdf,1,2103356,ABDUL KHALIK,24-Mar-2023 10:54 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,Superintending Engineer Kendrapara Irrigation Division,Internal,Estimator and DAO Kendrapara Irrigation Division,Umesh Chandra Sethi,24-Apr-2023 01:49 PM,finsummary_431582.pdf (168.49 KB),10-Jun-2023,"INR 6,006,258",150.0,Umesh Chandra Sethi,11-Jun-2023 07:44 PM,166.pdf (594.00 KB),Contract Awarded,Superintending Engineer Kendrapara Irrigation Division,Internal,Estimator and DAO Kendrapara Irrigation Division,Umesh Chandra Sethi,06-Apr-2023 07:16 PM,07-Apr-2023 09:00 AM,techsummary_431582.pdf (539.57 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2023_ECCHA_87109_8,e-Procurement Notice No.KID-06 of 2022-23,"KID-166 of 2022-23 Improvement to road, excavation of drainage channel and construction of retaining wall on Dasamouzi gherry right wing near village Ashram Balikuda",1.0,2103207.0,Subrata Kumar Khuntia,INR,"6,006,258",AOC
,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2106877,ALOK BARIK,29-Mar-2023 01:24 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2105550,AMULYA KUMAR SWAIN,28-Mar-2023 05:50 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2103999,Ashwini Kumar Nayak,26-Mar-2023 12:48 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2106960,Asit kumar sahoo,29-Mar-2023 02:17 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2104823,BALSRI K KUMAR AVIJIT,27-Mar-2023 03:49 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2103767,BHABANI SANKAR LENKA,25-Mar-2023 07:08 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2104246,BIBEKANANDA MISHRA,27-Mar-2023 09:24 PM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2106496,BIRENDRA SAHOO,29-Mar-2023 11:13 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2106717,DEBAKANTA MALLICK,29-Mar-2023 11:37 AM,Rejected-Finance,Did not win the lottery,24-Apr-2023 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
