Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,rc pan gst,12-Apr-2023 09:00 AM,25-Apr-2023 11:30 AM,12-Apr-2023 09:00 AM,24-Apr-2023 05:00 PM,NA ,NA ,12-Apr-2023 09:00 AM,24-Apr-2023 05:00 PM,03-May-2023 11:30 AM,"Superintending Engineer, R and B Division ,Jagatsi","O/o the SE R and B, Jagatsinghpur",1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-JAGATSINGPUR,S.E. JSPR(R B)- 14/2022-23,2023_EICCL_87622_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"2,17,062",Yes,percentage,1.0%,Nil,Nil,Refurbishment such as repair Renovation to Physical Health Infastructure at CHC Raghunathpur in the district of Jagatsinghpur for the year 2022 23 for Implementation of AMA HOSPITAL Programe under 5T Transformation,Refurbishment such as repair Renovation to Physical Health Infastructure at CHC Raghunathpur in the district of Jagatsinghpur for the year 2022 23 for Implementation of AMA HOSPITAL Programe under 5T Transformation,Please refer Tender documents. ,NA ,"2,17,06,175",Civil Works - Buildings,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,Jagatsinghpur,No ,No,AOC,19-Jun-2023,"INR 18,452,419",180.0,Nimai Charan Das,19-Jun-2023 04:14 PM,Jagatsinghpur.pdf (1062.00 KB),DOC-29.05.2023 DOC-28.11.2023,S.E,Internal,A.E.E. and DAO,Nimai Charan Das,19-Jun-2023 03:32 PM,finsummary_433780.pdf (1489.71 KB),Technical,TECHNICAL EVALUATION,Nimai Charan Das,01-May-2023 12:00 PM,,1,2120482,ASHWINI KUMAR BEHERA,23-Apr-2023 11:43 PM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,Finance,TECHNICAL EVALUATION,Nimai Charan Das,12-Jun-2023 12:26 PM,,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-JAGATSINGPUR,2023_EICCL_87622_7,S.E. JSPR(R B)- 14/2022-23,Refurbishment such as repair Renovation to Physical Health Infastructure at CHC Raghunathpur in the district of Jagatsinghpur for the year 2022 23 for Implementation of AMA HOSPITAL Programe under 5T Transformation,1.0,2120450.0,MAA MANGALA TRADERS PROP-RANGADHAR PRADHAN,INR,"18,452,419",SE,Internal,"SE,DAO,AEE,JE",Nimai Charan Das,01-May-2023 12:02 PM,03-May-2023 11:30 AM,techsummary_433780.pdf (173.39 KB),AOC
2.0,Finance,.xls,boq,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2120450,MAA MANGALA TRADERS PROP-RANGADHAR PRADHAN,23-Apr-2023 10:56 PM,Accepted-AOC,Winner,19-Jun-2023 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2120515,MANOJ KABI,24-Apr-2023 12:23 AM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2120796,M/S. BARIK NIRANJAN ARPAN,24-Apr-2023 02:38 PM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2119991,PRAVAT KUMAR BEHERA,23-Apr-2023 03:09 PM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2121224,RASHMI RANJAN CHHOTRAY,24-Apr-2023 03:30 PM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2121252,SAMRAT KALINGA KESHARI SWAIN,24-Apr-2023 04:17 PM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2120990,SAROJ KUMAR PRADHAN,24-Apr-2023 01:30 PM,Rejected-Technical,DISQUALIFIED,01-May-2023 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2116188,SUJIT KUMAR SETHY,18-Apr-2023 07:05 PM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2120160,SUMIT DAS,23-Apr-2023 05:10 PM,Rejected-Finance,DISQALIFIED,19-Jun-2023 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
