EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"17,711",No,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,1,ICICI BANK,Orissa Bridge and Construction Corporation Ltd,NO. 06/TOLL/OBCC/2023-24,2023_OBCC_88066_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,Chief Finance Officer,"VIKASH BHAVAN, NAYAPALLI, BHUBANESWAR",19-Apr-2023 05:30 PM,04-May-2023 12:30 PM,19-Apr-2023 05:30 PM,04-May-2023 11:30 AM,NA ,NA ,19-Apr-2023 05:30 PM,04-May-2023 11:30 AM,11-May-2023 11:30 AM,1,Fee/PreQual/Technical,.pdf,"Tender Fee EMD and valid PAN,licence copy GST Registration Certificate,other documents as per DTCN","Biraharekrushnapur Baliguali road toll gate,Puri.","Biraharekrushnapur Baliguali road toll gate,Puri.",PLEASE REFER TO TENDER DOCUMENTS ,NA ,"3,54,214",Toll Gate,NA ,Tender,90.0,365.0,Biraharekrishnapur,752002.0,NA ,NA ,NA ,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",No ,No,AOC,19-Jun-2023,"INR 361,214",365.0,Siba Sankar Patra,19-Jun-2023 01:46 PM,baliguali.pdf (221.00 KB),Agreement executed,Finance,Single bidder participate,Atulya Kumar Champatiray,11-May-2023 12:22 PM,,BOQ Comparative Chart,1.0,2129521.0,BISWA RANJAN SWAIN,INR,"361,214",Orissa Bridge and Construction Corporation Ltd,2023_OBCC_88066_1,NO. 06/TOLL/OBCC/2023-24,"Biraharekrushnapur Baliguali road toll gate,Puri.","Chief General Manager,P and A",Internal,CFO Legal Associate Manager Finance,Siba Sankar Patra,19-Jun-2023 01:44 PM,finsummary_434756.pdf (183.91 KB),Technical,Single bidder participated,Atulya Kumar Champatiray,04-May-2023 12:45 PM,,"Chief General Manager,P and A",Internal,CFO Legal Associate Manager Finance,Siba Sankar Patra,10-May-2023 11:48 AM,11-May-2023 11:30 AM,techsummary_434756.pdf (226.46 KB),1.0,2129521.0,BISWA RANJAN SWAIN,03-May-2023 09:26 PM,Accepted-AOC,Agreement executed,19-Jun-2023 01:46 PM,AOC
,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
