S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,OPENING DATE EXTENSION,Date,,1,ICICI BANK,Municipal Bodies||Khordha Municipality,KMPLTY/ 02/2023-24,2023_ORULB_88116_25,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,540",Yes,percentage,1.0%,Nil,Nil,Construction of changing room Near Kainya Pokhari in ward No 04,Construction of changing room Near Kainya Pokhari in ward No 04,Please refer Tender documents. ,NA ,"2,54,047",Civil Works - Others,NA ,Tender,120.0,60.0,KHORDHA MUNICIPALITY,752055.0,NA ,NA ,NA ,KHORDHA MUNICIPALITY OFFICE,No ,No,EXECUTIVE OFFICER KHORDHA MUNICIPALITY,EXECUTIVE OFFICER KHORDHA MUNICIPALITY,1,Fee/PreQual/Technical,.pdf,"PAN card, Labour License and other documents as per DTCN","2,000",0.0,Nil,Nil,No,21-Apr-2023 11:00 AM,09-May-2023 09:00 AM,21-Apr-2023 11:00 AM,04-May-2023 05:00 PM,NA ,NA ,21-Apr-2023 11:00 AM,04-May-2023 05:00 PM,12-May-2023 09:35 AM,AOC,17-Jun-2023,"INR 299,776",60.0,Rizwana Kawkab,17-Jun-2023 04:50 PM,IMG_20230617_0011.pdf (530.00 KB),1,2129711,BINITA NATH,04-May-2023 10:32 AM,Accepted-AOC,DUE TO L1,17-Jun-2023 04:50 PM,KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,12-May-2023 09:31 AM,12-May-2023 09:35 AM,techsummary_435052.pdf (522.34 KB),Finance,OK,Rizwana Kawkab,12-May-2023 10:30 AM,,BOQ Comparative Chart,Technical,opened,Nihar Ranjan Sahu,09-May-2023 11:19 AM,technical_435052.pdf,Municipal Bodies||Khordha Municipality,2023_ORULB_88116_25,KMPLTY/ 02/2023-24,Construction of changing room Near Kainya Pokhari in ward No 04,KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,17-Jun-2023 04:49 PM,finsummary_435052.pdf (375.98 KB),1.0,2129711.0,BINITA NATH,INR,"299,776",AOC
,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,2,2129996,M/S-SANTOSH KUMAR MOHANTY,04-May-2023 04:05 PM,Rejected-Finance,DUE TO L2,17-Jun-2023 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
