Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Superintending Engineer,Internal,DAO and Estimator,Tapan Kumar Panigrahi,20-Jun-2023 06:51 PM,techsummary_434836.pdf (437.22 KB),1.0,2126002.0,Biduta Acharya,INR,"561,170",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_88097_6,SC RandB GM-II-02/2023-24,Construction of Bio Medical waste Management at Khallikote CHC,1,2128343,Arabinda Panda,02-May-2023 03:36 PM,Rejected-AOC,Not won in the lottery,20-Jun-2023 06:58 PM,20-Jun-2023,"INR 660,123",90.0,Tapan Kumar Panigrahi,20-Jun-2023 06:58 PM,20230620070243.pdf (88.00 KB),Work awarded to Sri Smt Bidyut Acharya,Finance,Five nos of bidder participated and under scrutiny.,Tapan Kumar Panigrahi,07-May-2023 01:55 PM,finance_434836.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,DAO and Estimator,Tapan Kumar Panigrahi,20-Jun-2023 06:55 PM,finsummary_434836.pdf (437.22 KB),AOC,"4,000",0.0,Nil,Nil,No,"6,700",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SC RandB GM-II-02/2023-24,2023_EICCL_88097_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Cost of tender paper EMD GSTIN Affidavit Regn cert. PAN other documents as per DTCN,1.0,ICICI BANK,20-Apr-2023 10:00 AM,03-May-2023 11:30 AM,20-Apr-2023 10:00 AM,02-May-2023 04:00 PM,20-Apr-2023 10:00 AM ,25-Apr-2023 04:00 PM ,20-Apr-2023 10:00 AM,02-May-2023 04:00 PM,Construction of Bio Medical waste Management at Khallikote CHC,Building work,Please refer Tender documents. ,NA ,"6,60,123",Civil Works - Buildings,NA ,Tender,90.0,90.0,Khallikote,760002.0,NA ,NA ,NA ,O/o S.E. Ganjam RandB Division No.II,No ,No,Superintending Engineer,O/o S.E. Ganjam RandB Division No.II Hillpatna Berhampur-5,AOC
,,,,,,,,,,,,,,,2,2128365,Babula Sethy,02-May-2023 03:53 PM,Rejected-AOC,Not won in the lottery,20-Jun-2023 06:58 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2126002,Biduta Acharya,28-Apr-2023 08:22 PM,Accepted-AOC,Work awarded,20-Jun-2023 06:58 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2125952,RANJAN KUMAR PRADHAN,28-Apr-2023 07:38 PM,Rejected-AOC,Not won in the lottery,20-Jun-2023 06:58 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2128353,Riva Nayak,02-May-2023 03:52 PM,Rejected-AOC,Not won in the lottery,20-Jun-2023 06:58 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
