Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Ten nos. of tenderers documents opened.,Satya Narayan Khura,05-Jun-2023 01:51 PM,finance_413701.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,"AE ESTIMATOR, AEE ESTIMATOR and DAO KORAPUT R and B DIVISION",Satya Narayan Khura,05-Jun-2023 01:57 PM,finsummary_413701.pdf (610.40 KB),05-Jun-2023,"INR 911,578",90.0,Satya Narayan Khura,05-Jun-2023 01:58 PM,AOCPDG.pdf (458.00 KB),AWARD OF CONTRACT,1,1968376,Budu Beniya,01-Nov-2022 06:44 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,05-Jun-2023 01:59 PM,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-KORAPUT,2022_EICCL_82343_3,S.E (R and B) KPT - 10 / 2022-23,Construction of Fixed Vision Center (FVC) Sunetra at Podagada CHC under UEHP Scheme during the year 2022-23,1.0,1968102.0,SAROJ MAHANANDIA,INR,"911,578",SUPERINTENDING ENGINEER,Internal,"AE ESTIMATOR, AEE ESTIMATOR and DAO KORAPUT R and B DIVISION",Satya Narayan Khura,05-Jun-2023 01:52 PM,techsummary_413701.pdf (610.40 KB),AOC,Construction of Fixed Vision Center (FVC) Sunetra at Podagada CHC under UEHP Scheme during the year 2022-23,Civil Works,Please refer Tender documents. ,NA ,"10,72,000",Civil Works - Buildings,Buildings ,Tender,90.0,90.0,Podagada,765013.0,NA ,NA ,NA ,"Office of the S.E R and B Division, Koraput",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online copy of tender cost and RC PAN Card, GSTIN and Affidavit and other documents.","6,000",0.0,Nil,Nil,No,"S.E, R and B Division, Koraput","S.E R and B Division, Koraput",1.0,ICICI BANK,0.0,No,fixed,,Nil,Nil,25-Oct-2022 11:00 AM,10-Nov-2022 12:00 PM,25-Oct-2022 11:00 AM,09-Nov-2022 05:00 PM,NA ,NA ,25-Oct-2022 11:00 AM,09-Nov-2022 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-KORAPUT,S.E (R and B) KPT - 10 / 2022-23,2022_EICCL_82343_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,1975096,FAHIM AKBAR KHAN,09-Nov-2022 04:45 PM,Rejected-Technical,Disqualified in technical evaluation,05-Jun-2023 01:52 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,1971748,Madhusudan Acharya,05-Nov-2022 08:09 PM,Rejected-Finance,Disqualified in financial evaluation,05-Jun-2023 01:57 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,1968182,NILAKANTHA NAYAK,01-Nov-2022 07:51 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,05-Jun-2023 01:59 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,1968156,RABINDRA PRANIGRAHI,05-Nov-2022 05:49 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,05-Jun-2023 01:59 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,1968102,SAROJ MAHANANDIA,03-Nov-2022 11:56 AM,Accepted-AOC,The bidder has been selected as per transparent lottery system 1st lowest,05-Jun-2023 01:59 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,1971741,Siba Prasad Sahu,05-Nov-2022 07:53 PM,Rejected-Finance,Disqualified in financial evaluation,05-Jun-2023 01:57 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,1974867,SIBARAM NAYAK,09-Nov-2022 03:06 PM,Rejected-Technical,Disqualified in technical evaluation,05-Jun-2023 01:52 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,1970874,Surajit Khosala,05-Nov-2022 08:46 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,05-Jun-2023 01:59 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,1967817,Tuna Kandhapan,05-Nov-2022 06:18 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,05-Jun-2023 01:59 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
