S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2128820.0,DEBISANKAR PANDA,INR,"499,908",Technical,opened,Nihar Ranjan Sahu,09-May-2023 11:21 AM,technical_434939.pdf,Municipal Bodies||Khordha Municipality,2023_ORULB_88116_13,KMPLTY/ 02/2023-24,Upgradation of drain in Ward No 13,KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,17-Jun-2023 01:18 PM,finsummary_434939.pdf (375.98 KB),KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,12-May-2023 09:25 AM,12-May-2023 09:30 AM,techsummary_434939.pdf (522.34 KB),Finance,OK,Rizwana Kawkab,12-May-2023 10:58 AM,,BOQ Comparative Chart,1,2128820,DEBISANKAR PANDA,03-May-2023 08:32 AM,Accepted-AOC,DUE TO L1,17-Jun-2023 01:21 PM,17-Jun-2023,"INR 499,908",60.0,Rizwana Kawkab,17-Jun-2023 01:20 PM,IMG_20230617_0001.pdf (521.00 KB),AOC,"4,237",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,1.0,OPENING DATE EXTENSION,Date,,EXECUTIVE OFFICER KHORDHA MUNICIPALITY,EXECUTIVE OFFICER KHORDHA MUNICIPALITY,21-Apr-2023 11:00 AM,09-May-2023 09:00 AM,21-Apr-2023 11:00 AM,04-May-2023 05:00 PM,NA ,NA ,21-Apr-2023 11:00 AM,04-May-2023 05:00 PM,12-May-2023 09:30 AM,1,Fee/PreQual/Technical,.pdf,"PAN card, Labour License and other documents as per DTCN",Municipal Bodies||Khordha Municipality,KMPLTY/ 02/2023-24,2023_ORULB_88116_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,Upgradation of drain in Ward No 13,Upgradation of drain in Ward No 13,Please refer Tender documents. ,NA ,"4,23,651",Civil Works - Others,NA ,Tender,120.0,60.0,KHORDHA MUNICIPALITY,752055.0,NA ,NA ,NA ,KHORDHA MUNICIPALITY OFFICE,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2128805,SUSHANTA SHEKHAR PARIDA,03-May-2023 08:12 AM,Rejected-Finance,DUE TO L2,17-Jun-2023 01:18 PM,,,,,,,AOC,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
