Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"7,080",0.0,Nil,Nil,No,Orissa State Police Housing and Welfare Corporation Ltd,04/OPHWC/2023-24,2023_OSPHW_88216_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"34,600",Yes,fixed,,Nil,Nil,"Construction of Dog Kennel of Bhadrak District, Bhadrak",Building Work,Please refer Tender documents  ,NA ,"34,64,796",Civil Works - Buildings,NA ,Tender,90.0,120.0,Bhadrak,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",21-Apr-2023 06:55 PM,06-May-2023 11:00 AM,21-Apr-2023 06:55 PM,04-May-2023 05:00 PM,21-Apr-2023 06:55 PM ,25-Apr-2023 05:00 PM ,21-Apr-2023 06:55 PM,04-May-2023 05:00 PM,AOC,1,2130049,Amar Mahalik,04-May-2023 04:21 PM,Rejected-Technical,DUE TO L3 BIDDER,16-Jun-2023 05:12 PM,16-Jun-2023,"INR 2,945,423",120.0,Bikram Keshari Malla,16-Jun-2023 05:19 PM,WORKD.pdf (640.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 09-06-2023,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Bikram Keshari Malla,16-Jun-2023 05:12 PM,techsummary_435285.pdf (3541.83 KB),Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_88216_11,04/OPHWC/2023-24,"Construction of Dog Kennel of Bhadrak District, Bhadrak",AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,16-Jun-2023 05:16 PM,finsummary_435285.pdf (705.31 KB),Finance,FIVE NUMBERS OF BIDDERS HAVE PARTICIPATED,DURGA CHARANA MISHRA,08-May-2023 05:24 PM,,BOQ Comparative Chart,1.0,2129992.0,Subash Chandra Patra,INR,"2,945,423",AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,AOC,2,2128866,K N MULTIPROJECTS,03-May-2023 06:34 PM,Rejected-Technical,DUE TO L2 BIDDER,16-Jun-2023 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC,3,2128438,Nikhil Chandra Barik,02-May-2023 05:03 PM,Rejected-Technical,DUE TO L4 BIDDER,16-Jun-2023 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2129992,Subash Chandra Patra,04-May-2023 01:40 PM,Accepted-AOC,DUE TO L1 BIDDER,16-Jun-2023 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2128223,Suprava Barik,02-May-2023 02:04 PM,Rejected-Technical,DUE TO L4 BIDDER,16-Jun-2023 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
