Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Sl. No.18-Construction of Cement Concrete gada on Chandrasekhar Anyaspur TRE near Kadambinpal gherry and Anyaspur School.,Earth Work and Concrete work,Please refer Tender Documents ,NA ,"7,39,640",Civil Works - Others,NA ,Tender,90.0,90.0,Jaraka,755050.0,NA ,NA ,NA ,"S.E. Jaraka Irrigation Division, Jaraka",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,RC,No Relation Certificate, Affidavit regarding authenticity documents","7,400",Yes,fixed,,Nil,Nil,"4,000",Nil,Nil,No,1.0,ICICI BANK,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-07 OF 2022-23,2023_JIRR_86248_18,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E. Jaraka Irrigation Division, Jaraka","S.E. Jaraka Irrigation Division, Jaraka",16-Feb-2023 11:00 AM,03-Mar-2023 11:00 AM,16-Feb-2023 11:00 AM,02-Mar-2023 05:00 PM,16-Feb-2023 11:00 AM ,21-Feb-2023 05:00 PM ,16-Feb-2023 11:00 AM,02-Mar-2023 05:00 PM,AOC,1.0,2092832.0,SOURAV TANTY,INR,"628,768",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2023_JIRR_86248_18,JKID-07 OF 2022-23,Sl. No.18-Construction of Cement Concrete gada on Chandrasekhar Anyaspur TRE near Kadambinpal gherry and Anyaspur School.,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka",kamadev das,24-Apr-2023 04:37 PM,techsummary_428835.pdf (144.35 KB),"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"Superintending Engineer, Jaraka Irrigation Division, Jaraka,DAO,Jaraka Irrigation Division, Jaraka",kamadev das,06-May-2023 05:15 PM,finsummary_428835.pdf (144.35 KB),Finance,Documents of all the bidders downloaded,kamadev das,24-Apr-2023 04:26 PM,,BOQ Comparative Chart,01-Jun-2023,"INR 628,768",90.0,kamadev das,12-Jun-2023 11:10 AM,Serial18.pdf (316.00 KB),The Work has been awarded to Sri Sourav Tanty C Class Contractor,1,2089863,ALOKA KUMAR BHUYAN,25-Feb-2023 07:43 PM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2092085,HIMANSU SEKHAR SAMAL,27-Feb-2023 05:52 PM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2090094,JYOTI RANJAN KAR,27-Feb-2023 05:34 PM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2093960,MIRZA MUSLIM BAIG,02-Mar-2023 10:25 AM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2088608,NABAGHAN PARIDA,23-Feb-2023 06:23 PM,Rejected-AOC,Other Than L1,12-Jun-2023 11:10 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2093941,RAJIB GANDHI,02-Mar-2023 09:45 AM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2094135,SAGAR CHANDRA RAY,02-Mar-2023 01:09 PM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2092815,SANJUKTA SAHOO,01-Mar-2023 10:50 PM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2092832,SOURAV TANTY,28-Feb-2023 08:30 PM,Accepted-AOC,Selected,12-Jun-2023 11:10 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2086883,SUSANTA KUMAR MALLICK,22-Feb-2023 12:15 PM,Rejected-Finance,Other than L1,06-May-2023 05:15 PM,AOC
