S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.","4,200",Yes,fixed,,Nil,Nil,02-May-2023 10:00 AM,12-May-2023 11:00 AM,02-May-2023 10:00 AM,11-May-2023 05:00 PM,NA ,NA ,02-May-2023 10:00 AM,11-May-2023 05:00 PM,"2,000",0.0,Nil,Nil,No,"S.E., Bhanjanagar Irrigation Division, Bhanjanagar","O/o the SE, Bhanjanagar Irr. Divn., Bhanjanagar, Pin No-761126","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No. e-BNID-02/2023-24,2023_CEBMB_88600_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to Daha Right Distributary from RD 00 to 3200 M of DIP.,Improvement to Daha Right Distributary from RD 00 to 3200 M of DIP.,Please refer Tender documents. ,NA ,"4,18,596",Civil Works - Others,NA ,Tender,90.0,90.0,Bhanjanagar,761126.0,NA ,NA ,NA ,"S.E., Bhanjanagar Irrigation Division, Bhanjanagar",No ,No,AOC,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,29-Jun-2023 12:52 PM,finsummary_436432.pdf (88.10 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2023_CEBMB_88600_11,e-procurement Notice No. e-BNID-02/2023-24,Improvement to Daha Right Distributary from RD 00 to 3200 M of DIP.,1.0,2135947.0,Sankar Narayan Behera,INR,"355,848",Finance,Three (3) number of bidders are successful downloaded.,Anita Das,12-May-2023 12:13 PM,,BOQ Comparative Chart,29-Jun-2023,"INR 355,848",90.0,Gokula Chandra Padhi,29-Jun-2023 12:55 PM,AOC-67-11.PDF (78.00 KB),The date of commencement of the work is on dated 17.06.2023 and stipulated date of completion on dated 16.09.2023 vide Agreement No.81P1/2023-24.,1,2135968,Dillip Kumar Behera,11-May-2023 10:35 AM,Rejected-AOC,3rd lowest bidder,29-Jun-2023 12:56 PM,Gokula Chandra Padhi,Internal,,Gokula Chandra Padhi,05-Jun-2023 12:54 PM,techsummary_436432.pdf (60.09 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2136043,Rajendra Kumar Bisoyi,11-May-2023 11:44 AM,Rejected-AOC,1st lowest bidder.,29-Jun-2023 12:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2135947,Sankar Narayan Behera,11-May-2023 10:14 AM,Accepted-AOC,Awarded to the 1st lowest bidder.,29-Jun-2023 12:56 PM,,,,,,,AOC
