S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,ICICI BANK,"6,000",Nil,Nil,No,"30,689",No,fixed,,Nil,Nil,"CDO-cum-EO, Zilla Parishad, Kalahandi","Office of the Zilla Parishad, Kalahandi",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi,ZP-T-1/2022-23,2023_DZPK_85250_16,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,14-Jan-2023 12:00 PM,25-Jan-2023 11:00 AM,14-Jan-2023 12:00 PM,24-Jan-2023 05:00 PM,NA ,NA ,14-Jan-2023 12:00 PM,24-Jan-2023 05:00 PM,"Construction of Day care sub centre cum Health and wellness centre at Patrasbasa, Kalampur",Building,Please refer Tender documents. ,NA ,"30,68,950",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Office of the Zilla Parishad, Kalahandi",766001.0,NA ,NA ,NA ,"Office of the Zilla Parishad, Kalahandi",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN, CONTRACTOR RC, AFFIDAVIT, UNDERTAKING AND ANY OTHER DOCUMENTS AS PER DTCN",AOC,1.0,2059138.0,BIDYADHAR KUMAR,INR,"2,762,362",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Kalahandi,2023_DZPK_85250_16,ZP-T-1/2022-23,"Construction of Day care sub centre cum Health and wellness centre at Patrasbasa, Kalampur","CDO-cum-EO, Zilla Parishad, Kalahandi",Internal,,Sachin Prakash Pawar,13-Jun-2023 10:04 AM,techsummary_424938.pdf (153.20 KB),"CDO-cum-EO, Zilla Parishad, Kalahandi",Internal,,Sachin Prakash Pawar,13-Jun-2023 10:05 AM,finsummary_424938.pdf (153.20 KB),Finance,2 nos. bidder admitted,Sachin Prakash Pawar,25-Jan-2023 05:43 PM,,BOQ Comparative Chart,13-Jun-2023,"INR 2,762,362",180.0,Sachin Prakash Pawar,13-Jun-2023 10:06 AM,Patrabasa.pdf (153.00 KB),1,2059138,BIDYADHAR KUMAR,24-Jan-2023 05:27 AM,Accepted-AOC,Qualified,13-Jun-2023 10:07 AM,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2060169,Gupteswar Behera,24-Jan-2023 04:38 PM,Rejected-Technical,Disqualified,13-Jun-2023 10:04 AM,AOC
