S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"4,000",Nil,Nil,No,"8,470",Yes,fixed,,Nil,Nil,"Renovation of CD and Downstream Bed lining at RD 6370m, of Chilchila Branch Canal","Renovation of CD and Downstream Bed lining at RD 6370m, of Chilchila Branch Canal",Please refer Tender documents. ,NA ,"8,47,379",Civil Works - Canal,NA ,Tender,90.0,90.0,Dharamgarh,766015.0,NA ,NA ,NA ,THE SE UILCD NO-II Dharamgarh -766015,No ,No,15-May-2023 10:00 AM,25-May-2023 11:30 AM,15-May-2023 10:00 AM,24-May-2023 05:00 PM,NA ,NA ,15-May-2023 10:00 AM,24-May-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid Licence Pan GST Bid Cost EMD Affidavit No Relation Certificate etc as per DTCN.,CCE Upper Indravati Irrigation Project Mukhiguda||CCE Upper Indravati Irrigation Project Mukhiguda||EE Lift Head Works Divn.Kusumkhunti Kalahandi,SE/UILCD-II-01/2023-24(01-07),2023_CEUIP_88955_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,THE SE UILCD NO-II Dharamgarh -766015,O/O THE SE LEFT CANAL DIVISION NO-II Dharamgarh -766015,AOC,Superintending Engineer,Internal,Superintending Engineer Estimator Accountant,AKSHAYA KUMAR BHOI,22-Jun-2023 07:40 PM,techsummary_437707.pdf (270.76 KB),CCE Upper Indravati Irrigation Project Mukhiguda||CCE Upper Indravati Irrigation Project Mukhiguda||EE Lift Head Works Divn.Kusumkhunti Kalahandi,2023_CEUIP_88955_1,SE/UILCD-II-01/2023-24(01-07),"Renovation of CD and Downstream Bed lining at RD 6370m, of Chilchila Branch Canal",1.0,2143891.0,ANKIT KUMAR PANDA,INR,"720,357",1,2143891,ANKIT KUMAR PANDA,23-May-2023 09:53 AM,Accepted-AOC,selected in transparent lottery,22-Jun-2023 10:03 PM,22-Jun-2023,"INR 720,357",90.0,AKSHAYA KUMAR BHOI,22-Jun-2023 10:01 PM,WORKORDER_01.pdf (219.00 KB),SELECTED ON TRANSPARENT LOTTERY,Superintending Engineer,Internal,Superintending Engineer Estimator Accountant,AKSHAYA KUMAR BHOI,22-Jun-2023 08:43 PM,finsummary_437707.pdf (270.76 KB),Finance,All the bids opened successfully,AKSHAYA KUMAR BHOI,22-Jun-2023 07:13 PM,finance_437707.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2145090,DHABALESWAR NAIK,24-May-2023 09:54 AM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2145720,GAJINDRA PRADHAN,24-May-2023 04:20 PM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2143248,Harihar Bihari,24-May-2023 11:07 AM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2145368,MAHENDRA NAIK,24-May-2023 11:36 AM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2144685,PRATAP KISHOR NAIK,24-May-2023 10:02 AM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2145471,RATHA MEHER,24-May-2023 12:55 PM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2145228,SASMITA MOHANTY,24-May-2023 08:21 AM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2144458,SUBRATA KUMAR PANDA,24-May-2023 12:55 PM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2144630,TOPHAN BAG,24-May-2023 10:01 AM,Rejected-AOC,Not selected in transparent lottery,22-Jun-2023 10:03 PM,,,,,,,,,,,,,,,,,,,,AOC
