Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Superintending Engineer Kendrapara Irrigation Division,Internal,Estimator and DAO Kendrapara Irrigation Division,Umesh Chandra Sethi,24-Apr-2023 09:01 PM,techsummary_431610.pdf (210.20 KB),10-Jun-2023,"INR 1,874,653",90.0,Umesh Chandra Sethi,11-Jun-2023 06:55 PM,188.pdf (572.00 KB),Contract Awarded,1,2102805,Anirudha Panda,24-Mar-2023 10:54 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,1.0,2104645.0,MANAS KUMAR BISWAL,INR,"1,874,653",Finance,Tender documents of all the bidders have been downloaded successfully.,Umesh Chandra Sethi,31-Mar-2023 08:37 PM,finance_431610.pdf,BOQ Comparative Chart,"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Umesh Chandra Sethi,25-Apr-2023 02:55 PM,finsummary_431610.pdf (166.56 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2023_ECCHA_87110_22,e-Procurement Notice No.KID-06 of 2022-23,KID-188 of 2022-23 Improvement to right bank service road on disty.no.12 from RD 245M to 520M and construction of Guard wall of Pattamundai Canal.,AOC,"6,000",Nil,Nil,No,Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",1.0,ICICI BANK,20-Mar-2023 10:00 AM,31-Mar-2023 11:00 AM,20-Mar-2023 10:00 AM,29-Mar-2023 05:00 PM,20-Mar-2023 10:00 AM ,25-Mar-2023 05:00 PM ,20-Mar-2023 10:00 AM,29-Mar-2023 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,e-Procurement Notice No.KID-06 of 2022-23,2023_ECCHA_87110_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, Contractor Registration Certificate",KID-188 of 2022-23 Improvement to right bank service road on disty.no.12 from RD 245M to 520M and construction of Guard wall of Pattamundai Canal.,Canal work,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,90.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,"18,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2105658,BISWA BHUSAN SAMAL,28-Mar-2023 04:05 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2104546,Chitta Ranjan Swain,27-Mar-2023 10:35 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2104472,DILLIP KUMAR BARIK,28-Mar-2023 02:40 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2105563,GAMAN KUMAR BEHERA,28-Mar-2023 04:26 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2105648,JAGABANDHU MOHANTY,28-Mar-2023 10:39 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2104585,Khetrabasi Jena,29-Mar-2023 06:01 AM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2104645,MANAS KUMAR BISWAL,27-Mar-2023 12:03 PM,Accepted-AOC,Won the lottery,11-Jun-2023 06:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2105751,MANOJ KUMAR PATI,29-Mar-2023 02:40 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2106380,Mr. Anjan Kumar Rout,28-Mar-2023 09:12 PM,Rejected-Finance,Did not win the lottery,25-Apr-2023 02:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
