EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"4,75,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Office of the CCEEC R and B Balasore, Station Road","Office of the CCEEC R and B Balasore, Station Road",1.0,Fee/PreQual/Technical,.pdf,"Online payment receipt of Paper cost, EMD ONLINE PAPER RECEIVED, GSTIN, PAN, Registration Certificat",13-Feb-2023 10:00 AM,28-Feb-2023 11:00 AM,13-Feb-2023 10:00 AM,27-Feb-2023 05:00 PM,NA ,NA ,13-Feb-2023 10:00 AM,27-Feb-2023 05:00 PM,13-Mar-2023 11:30 AM,"10,000",0.0,Nil,Nil,No,Construction of 240 Seated ST SC (i.e. 120 seated for Boys and 120 seated for Girls) in Karanjia (Auto) College in the District of Mayurbhanj for the year 2022-23.,Construction of 240 Seated ST SC (i.e. 120 seated for Boys and 120 seated for Girls) in Karanjia (Auto) College in the District of Mayurbhanj for the year 2022-23.,Please refer Tender documents. ,NA ,,Civil Works - Buildings,Building Works ,Tender,90.0,270.0,Rairangpur,757043.0,NA ,NA ,NA ,"Office of the CCEEC R and B Balasore, Station Road",No ,No,EIC-CIVIL||SERNB-CIRCLE-EASTERN,CCEEC-26/2022-23,2023_EICCL_86130_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Er RATHANGDHAR ROUT (CCEEC RNB BALASORE),Internal,"Er RATHANGDHAR ROUT (CCEEC RNB BALASORE),Er H. Nayak (S.E RNB RAIRANGPUR),MANIK KU SAHA (D.A.O RAIRANGPUR),Er HARISH CHANDRA DIWARI (E.E CCE,EC,BLS),Er A.K. DAS (J.E.,ESTIMATOR).",Prabodha Kumar Ghana,11-Apr-2023 06:20 PM,finsummary_428423.pdf (1707.99 KB),26-Jun-2023,"INR 47,507,600",270.0,Rathangadhar Rout,26-Jun-2023 12:44 PM,KAilash_Chandra_NAik.pdf (1665.00 KB),AOC,Technical,Admitted for Technical Evaluation.,Prabodha Kumar Ghana,10-Mar-2023 11:05 AM,technical_428423.pdf,1.0,2090950.0,KAILASH CHANDRA LENKA,27-Feb-2023 11:45 AM,Accepted-AOC,Work Awarded,26-Jun-2023 12:45 PM,Finance,Admitted for Financial Acceptance.,Prabodha Kumar Ghana,11-Apr-2023 06:16 PM,finance_428423.pdf,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-EASTERN,2023_EICCL_86130_3,CCEEC-26/2022-23,Construction of 240 Seated ST SC (i.e. 120 seated for Boys and 120 seated for Girls) in Karanjia (Auto) College in the District of Mayurbhanj for the year 2022-23.,1.0,2090950.0,KAILASH CHANDRA LENKA,INR,"42,761,591",Er RATHANGDHAR ROUT (CCEEC RNB BALASORE),Internal,"Er RATHANGDHAR ROUT (CCEEC RNB BALASORE),Er H. Nayak (S.E RNB RAIRANGPUR),MANIK KU SAHA (D.A.O RAIRANGPUR),Er HARISH CHANDRA DIWARI (E.E CCE,EC,BLS),Er A.K. DAS (J.E.,ESTIMATOR).",Prabodha Kumar Ghana,10-Mar-2023 11:08 AM,13-Mar-2023 11:30 AM,techsummary_428423.pdf (2035.61 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,"No relation Certificates, work experience, work in hand and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,2083786.0,SUDARSAN PUTHAL,26-Feb-2023 06:24 PM,Rejected-Finance,2nd lowest bidder,11-Apr-2023 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,"Machineries as per DTCN, affidavit for Schedule F, information as per Schedule E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
