Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
06-Jun-2023,"INR 1,644,249",90.0,Satya Narayan Khura,06-Jun-2023 05:11 PM,AOCGYM.pdf (494.00 KB),AWARD OF CONTRACT,Finance,Eleven nos. of tenderers documents opened.,Satya Narayan Khura,06-Jun-2023 04:58 PM,finance_418191.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,"AE ESTIMATOR, AEE ESTIMATOR and DAO KORAPUT R and B DIVISION",Satya Narayan Khura,06-Jun-2023 05:07 PM,finsummary_418191.pdf (615.97 KB),1,2005431,BULU KAMAR,07-Dec-2022 04:41 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,1.0,2008513.0,SADANANDA RATH,INR,"1,644,249",EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-KORAPUT,2022_EICCL_83548_3,S.E (R and B) KPT - 11 / 2022-23,"Renovation of Gymnasium at Sports Complex, Koraput during the year 2022-23",SUPERINTENDING ENGINEER,Internal,"AE ESTIMATOR, AEE ESTIMATOR and DAO KORAPUT R and B DIVISION",Satya Narayan Khura,06-Jun-2023 05:02 PM,techsummary_418191.pdf (615.98 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online copy of tender cost and RC, PAN Card, GSTIN and Affidavit Machines and other documents.",0.0,No,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Renovation of Gymnasium at Sports Complex, Koraput during the year 2022-23",Civil Works,Please refer Tender documents. ,NA ,"19,34,000",Civil Works - Buildings,Buildings ,Tender,90.0,90.0,Koraput,764020.0,NA ,NA ,NA ,"Office of the S.E R and B Division, Koraput",No ,No,28-Nov-2022 11:00 AM,15-Dec-2022 12:00 PM,28-Nov-2022 11:00 AM,14-Dec-2022 05:00 PM,NA ,NA ,28-Nov-2022 11:00 AM,14-Dec-2022 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-KORAPUT,S.E (R and B) KPT - 11 / 2022-23,2022_EICCL_83548_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E, R and B Division, Koraput","S.E R and B Division, Koraput",AOC
,,,,,,,,,,,,,,,,,,,2,2011080,DHANU KHORA,12-Dec-2022 08:32 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2008524,JASASWINI RATH,10-Dec-2022 08:10 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2011031,Kalpana Acharjya,12-Dec-2022 08:10 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2012167,MALI DRULIA,13-Dec-2022 04:36 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2011088,MANOJ KUMAR SABAT,12-Dec-2022 08:41 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2011096,M CHANDRA SEKHAR PATNAIK,12-Dec-2022 08:44 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2006395,NABIN MUDULI,08-Dec-2022 02:07 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2013863,NIYATI GIREM (S.T),14-Dec-2022 02:23 PM,Rejected-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2008513,SADANANDA RATH,10-Dec-2022 08:00 PM,Accepted-AOC,The bidder has been selected as per transparent lottery system 1st lowest,06-Jun-2023 05:11 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
