S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,2095861.0,NILAMADHAB SETHI,INR,"517,404.93",Finance,Tender opened successfully,Pranabananda Sahu,10-Mar-2023 01:25 PM,,BOQ Comparative Chart,EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,05-Jun-2023 12:56 PM,finsummary_429798.pdf (190.12 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_86458_18,BM_11_2022_23,Construction of paver block road from DR. S. N Sahu house to Chaturbhuja Jena house in WARD NO_19 under Balasore Municipality,EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,05-Jun-2023 11:07 AM,techsummary_429798.pdf (190.12 KB),1,2096229,ARMISTHA PRAMANIK,09-Mar-2023 10:48 AM,Rejected-Finance,L3,05-Jun-2023 12:56 PM,05-Jun-2023,"INR 678,300",60.0,Pranabananda Sahu,05-Jun-2023 12:57 PM,WO1118.pdf (136.00 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Balasore Municipality,BM_11_2022_23,2023_ORULB_86458_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,748",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,"Executive Officer, Balasore Municipality",BALASORE MUNICIPALITY,Construction of paver block road from DR. S. N Sahu house to Chaturbhuja Jena house in WARD NO_19 under Balasore Municipality,Construction of paver block road from DR. S. N Sahu house to Chaturbhuja Jena house in WARD NO_19 under Balasore Municipality,Please refer Tender documents. ,NA ,"5,74,831",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1.0,ICICI BANK,24-Feb-2023 05:00 PM,10-Mar-2023 11:00 AM,24-Feb-2023 05:00 PM,09-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 05:00 PM,09-Mar-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2096118,GOPINATH JENA,09-Mar-2023 12:33 PM,Rejected-Finance,L4,05-Jun-2023 12:56 PM,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2096422,Hari Mallik,09-Mar-2023 08:18 AM,Rejected-Finance,L3,05-Jun-2023 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2096619,MADAN BEHERA,09-Mar-2023 12:58 PM,Rejected-AOC,L1,05-Jun-2023 12:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2095861,NILAMADHAB SETHI,06-Mar-2023 03:45 PM,Accepted-AOC,WO,05-Jun-2023 12:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2096017,Ranjan Kumar Mallik,06-Mar-2023 09:11 PM,Rejected-Finance,L2,05-Jun-2023 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2095619,SHAIKH AFSAR ALI,05-Mar-2023 09:51 PM,Rejected-AOC,L1,05-Jun-2023 12:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2096183,SUJIT KUMAR MAJHI,08-Mar-2023 08:34 PM,Rejected-Finance,L5,05-Jun-2023 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
