Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Finance,comparative,SAROJ KUMAR ROUT,08-May-2023 02:55 PM,finance_434739.pdf,BOQ Comparative Chart,BDO Jatni,Internal,Adr tahasildar AEE BDO AO JE CP,SAROJ KUMAR ROUT,09-Jun-2023 03:05 PM,finsummary_434739.pdf (340.55 KB),09-Jun-2023,"INR 1,296,763",90.0,SAROJ KUMAR ROUT,09-Jun-2023 03:16 PM,Lot.pdf (322.00 KB),AOC,1,2129610,ABHIJIT SAMANTARAY,04-May-2023 12:18 AM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,1.0,2131307.0,PRAHALLAD CHAMPATIRAY,INR,"1,296,763",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,2023_PRJAT_88052_1,09/PSJ/2023-24,"Const. of CC Road from Bahaber Tubwell to Bhimpur Play ground at vill. Bhimpur, GP-Padanpur, Jatni Block.",BDO JATNI,Internal,ADDL TAHASILDAR BDO AE AO JE CP,SAROJ KUMAR ROUT,09-Jun-2023 11:40 AM,techsummary_434739.pdf (276.56 KB),AOC,"15,254",Yes,percentage,1.0%,Nil,Nil,21-Apr-2023 11:00 AM,08-May-2023 10:00 AM,21-Apr-2023 11:00 AM,06-May-2023 05:00 PM,21-Apr-2023 11:00 AM ,04-May-2023 01:00 PM ,21-Apr-2023 11:00 AM,06-May-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Const. of CC Road from Bahaber Tubwell to Bhimpur Play ground at vill. Bhimpur, GP-Padanpur, Jatni Block.",As per BOQ,Please refer Tender documents. ,NA ,"15,25,424",Civil Works - Roads,NA ,Tender,90.0,90.0,"BHIMPUR, PADANPUR GP",752050.0,NA ,NA ,NA ,JATNI BLOCK OFFICE,No ,No,BDO Jatni,PANCHAYAT SAMITI JATNI,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,09/PSJ/2023-24,2023_PRJAT_88052_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,2130944,BABULA MAJHI,05-May-2023 05:47 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,2130881,BIJAYA KUMAR JENA,05-May-2023 03:48 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2131920,BIJAY KUMAR SETHI,06-May-2023 03:48 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2127893,GOURANGA BALIARSINGH,01-May-2023 09:37 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2131444,Maa Barunei Construction And Supplier Prop-Biswa Mohan Parida,06-May-2023 01:01 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2129987,MAHENDRA KUMAR BEHERA,04-May-2023 01:33 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2131738,PRAGATI MARTHA,06-May-2023 01:56 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2131307,PRAHALLAD CHAMPATIRAY,06-May-2023 04:17 AM,Accepted-AOC,OWNED LOTTERY,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2130224,RAJASHREE CHHOTARAY,04-May-2023 06:32 PM,Rejected-AOC,LOSSED LOT,09-Jun-2023 03:21 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
