Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
18-Mar-2023 06:00 PM,04-Apr-2023 11:00 AM,18-Mar-2023 06:00 PM,03-Apr-2023 05:00 PM,18-Mar-2023 06:00 PM ,31-Mar-2023 05:00 PM ,18-Mar-2023 06:00 PM,03-Apr-2023 05:00 PM,01-Jun-2023 11:00 AM,Chief Construction Engineer,"O/O THE C.C.E.R.W.CIRCLE, BHAWANIPATNA",CE RW I||RWCIRCLE-BHAWANIPATNA,BPT/Online-28/2022-23,2023_CERWI_87061_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GST, PAN, RC, Affidavit correctness certificate and no relation certificate",Construction of bridge over Local Nallah at 0.200Km. on RD Road to Bandhatikiri Road in the District of Kalahandi under BSY,Construction of bridge over Local Nallah at 0.200Km. on RD Road to Bandhatikiri Road in the District of Kalahandi under BSY,Please refer Tender documents. ,NA ,"3,35,33,000",Civil Works - Bridges,NA ,Tender,90.0,540.0,BHAWANIPATNA/KALAHANDI,766001.0,NA ,NA ,NA ,"O/O THE C.C.E.R.W.CIRCLE, BHAWANIPATNA",No ,No,"10,000",0.0,Nil,Nil,No,"3,35,330",Yes,percentage,1.0%,Nil,Nil,AOC,DEBENDRA KUMAR SETH,Internal,,Debendra Kumar Seth,27-May-2023 12:02 PM,01-Jun-2023 11:00 AM,techsummary_431473.pdf (508.21 KB),CE RW I||RWCIRCLE-BHAWANIPATNA,2023_CERWI_87061_4,BPT/Online-28/2022-23,Construction of bridge over Local Nallah at 0.200Km. on RD Road to Bandhatikiri Road in the District of Kalahandi under BSY,1.0,2103918.0,SUDHIR KUMAR PANDA,INR,"28,504,445",Finance,5NOS BIDDERS ARE PARTICIPATED,Pradeep Kisan,02-Jun-2023 11:39 AM,,BOQ Comparative Chart,Technical,5NOS. BIDDERS ARE PARTICIPATED,Pradeep Kisan,04-Apr-2023 12:15 PM,,1,2105778,BIJAYA KUMAR BEHERA,03-Apr-2023 01:46 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 12:09 PM,33530696.95,Internal,,Debendra Kumar Seth,26-Jun-2023 12:09 PM,finsummary_431473.pdf (813.06 KB),26-Jun-2023,"INR 33,530,697",540.0,Debendra Kumar Seth,26-Jun-2023 12:11 PM,1015.pdf (813.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Work in hand, ATO, Similar nature of work, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2108944,DEMANTI AGRAWAL,03-Apr-2023 02:42 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 12:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2104311,DHANESWAR SAHU,03-Apr-2023 01:07 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 12:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2107483,Sudhir Kumar Panda,02-Apr-2023 07:56 PM,Rejected-Finance,AS PER LOTTERY SYSTEM,26-Jun-2023 12:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2103918,SUDHIR KUMAR PANDA,26-Mar-2023 11:01 AM,Accepted-AOC,SELECTED LOTTERY,26-Jun-2023 12:12 PM,,,,,,,,,,,,,AOC
