Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage
26-Jun-2023,"INR 1,166,683.84",45.0,Manas Biswal,26-Jun-2023 04:11 PM,MCM5.pdf (2603.00 KB),AOC,Rourkela Municipal Corporation,2023_RMC_88503_3,MC/RMC/05/2023,"Construction of new Toilet Block for Boys and Girls at H.K. Ray College, R.M.C, Rourkela",Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 12:09 PM,techsummary_436076.pdf (2603.30 KB),1.0,2132176.0,AMARENDRA KUMAR KAR,INR,"1,166,683.84",Commissioner,External,"Dy. Commissioner, Executive Engineer I, Executive Engineer II, Audit Officer",Manas Biswal,26-Jun-2023 03:44 PM,finsummary_436076.pdf (2603.30 KB),1,2132176,AMARENDRA KUMAR KAR,08-May-2023 11:34 AM,Accepted-AOC,By The Tender Committee,26-Jun-2023 04:11 PM,Finance,Opened,Manas Biswal,26-Jun-2023 11:30 AM,finance_436076.pdf,BOQ Comparative Chart,AOC,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,1.0,Corrigendum,Other,,28-Apr-2023 06:00 PM,09-May-2023 10:00 AM,28-Apr-2023 06:00 PM,08-May-2023 05:00 PM,NA ,NA ,28-Apr-2023 06:00 PM,08-May-2023 05:00 PM,"13,720",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, Paper Cost and other documents as per DTCN","Construction of new Toilet Block for Boys and Girls at H.K. Ray College, R.M.C, Rourkela",Works,Please refer Tender documents. ,NA ,"13,72,000",Civil Works - Others,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/05/2023,2023_RMC_88503_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2132511,AMULYA KUMAR SETHI,07-May-2023 12:56 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2134067,BABULA NAYAK,08-May-2023 04:18 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2134008,EDITION INTERNATIONAL,08-May-2023 04:09 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2130833,M/S SEN CREATIVE CONSTRUCTION,05-May-2023 02:37 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2133618,PUJA AGARWAL,08-May-2023 01:39 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2133691,SANJAYA KUMAR ROUT,08-May-2023 02:00 PM,Rejected-Technical,By The Tender Committee,26-Jun-2023 12:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
