Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of New Toilet of Boys and Girls Block at D.I.E.T. Sundargarh at Sankara for the year 22-23.,Construction of New Toilet of Boys and Girls Block at D.I.E.T. Sundargarh at Sankara for the year 22-23.,Please refer Tender documents. ,NA ,"26,54,701",Civil Works - Buildings,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,O/o the SE Sundargarh R and B Division,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost , EMD (online) , Licence , PAN, GSTIN, Affidavit.",1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-50 OF 2022-23,2023_EICCL_86808_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"26,600",Yes,fixed,,Nil,Nil,10-Mar-2023 11:00 AM,21-Mar-2023 11:00 AM,10-Mar-2023 11:00 AM,20-Mar-2023 05:00 PM,10-Mar-2023 11:00 AM ,20-Mar-2023 05:00 PM ,10-Mar-2023 11:00 AM,20-Mar-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,SE Sundargarh R and B Division,SE Sundargarh R and B Division,AOC,1,2101425,ANIL KUMAR PUJARI,20-Mar-2023 04:32 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,03-Jun-2023,"INR 2,256,761.68",90.0,Narayan Patel,03-Jun-2023 08:45 PM,3189_2023.pdf (468.00 KB),Work Order Copy,SEDAOAEEAE,Internal,SEDAOAEEAE,Narayan Patel,03-Jun-2023 08:44 PM,finsummary_430768.pdf (467.99 KB),Finance,Work Order copy,Narayan Patel,03-Jun-2023 08:33 PM,finance_430768.pdf,BOQ Comparative Chart,SEDAOAEEAE,Internal,SEDAOAEEAE,Narayan Patel,03-Jun-2023 08:40 PM,techsummary_430768.pdf (467.99 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2023_EICCL_86808_2,Bid Identification No-SE-RandB-SNG-50 OF 2022-23,Construction of New Toilet of Boys and Girls Block at D.I.E.T. Sundargarh at Sankara for the year 22-23.,1.0,2100281.0,PANCHANAN MUNDA,INR,"2,256,761.88",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,And Other documents as per DTCN.,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2100781,BHARAT KISAN,19-Mar-2023 02:09 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2100262,Dillip Kumar Kar,19-Mar-2023 12:01 PM,Rejected-Technical,RC not valid,03-Jun-2023 08:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2100526,DOLAGOBINDA BEHERA,18-Mar-2023 04:53 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2101322,JITENDRA NAIK,20-Mar-2023 03:44 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2101098,LABA SA,20-Mar-2023 03:30 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2100281,PANCHANAN MUNDA,19-Mar-2023 01:05 PM,Accepted-AOC,1st lowest,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2101341,PRABIN KUMAR MAJHI,20-Mar-2023 03:50 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2100423,PRANAB KUMAR MAJHI,18-Mar-2023 02:18 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2101335,RAJ KISHORE BHATTACHARYA,20-Mar-2023 03:48 PM,Rejected-AOC,Accepted,03-Jun-2023 08:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
